StatusLogID,MoldID,CutterID,ItemType,Status,Timestamp,EmployeeID,DestinationID,Notes,AuditDate,AuditType,SessionID,SessionName,SessionMode,AuditSessionID,UpdatedAt,UpdatedBy
170,5693,,mold,OUT,1/27/2026,1,,テフロン加工へ発送,,,,,,,,
171,5714,,,IN,1/28/2026,4,,確認済,1/28/2026,Audit,,,,,,
172,5696,,,OUT,1/28/2026,1,19,,1/28/2026,Check-out,,,,,,
173,1163,,mold,IN,1/29/2026,1,,テフロン加工後受取,,,,,,,,
174,5430,,mold,IN,1/29/2026,1,,テフロン加工後受取,,,,,,,,
175,3020,,mold,OUT,1/29/2026,1,1,引取息子,1/29/2026,Check-out,,,,,,
176,5714,,,IN,1/29/2026,1,,確認済,1/29/2026,Audit,,,,,,
177,5714,,mold,OUT,1/30/2026,1,,テフロン加工へ発送,,,,,,,,
178,5696,,mold,IN,2/2/2026,1,,テフロン加工後受取,,,,,,,,
179,2871,,,IN,2/2/2026,1,,確認済,2/2/2026,Audit,,,,,,
180,2873,,,IN,2/2/2026,1,,確認済,2/2/2026,Audit,,,,,,
181,1134,,,IN,2/2/2026,1,,確認済,2/2/2026,Audit,,,,,,
183,826,,,RETURNED,2/2/2026,,,返却済,2/2/2026,RETURNED,,,,,,
184,2210,,,RETURNED,2/2/2026,,,返却済,2/2/2026,RETURNED,,,,,,
186,5689,,mold,IN,2/2/2026,1,,テフロン加工後受取,,,,,,,,
187,5689,,,RETURNED,2/2/2026,,,返却済,2/2/2026,RETURNED,,,,,,
188,5691,,mold,OUT,2/2/2026,1,,テフロン加工へ発送,,,,,,,,
189,5691,,mold,IN,2/2/2026,1,,テフロン加工後受取,,,,,,,,
190,5691,,,RETURNED,2/2/2026,,,返却済,2/2/2026,RETURNED,,,,,,
191,5693,,mold,IN,2/2/2026,1,,テフロン加工後受取,,,,,,,,
192,5693,,,RETURNED,2/2/2026,,,返却済,2/2/2026,RETURNED,,,,,,
208,157,,,IN,2/4/2026,1,10,確認済,2/4/2026,Audit,,,,,,
209,5714,,mold,IN,2/4/2026,1,,テフロン加工後受取,,,,,,,,
210,5714,,,OUT,2/4/2026,4,7,,2/4/2026,Check-out,,,,,,
219,5687,,mold,RETURNED,2/4/2026,1,1,返却済,2/4/2026,RETURNED,,,,,,
220,5725,,,IN,2/12/2026,1,,確認済,2/12/2026,Audit,,,,,,
221,5726,,,IN,2/12/2026,1,,確認済,2/12/2026,Audit,,,,,,
222,5437,,mold,RETURNED,2/12/2026,1,1,返却済,2/12/2026,RETURNED,,,,,,
223,5725,,mold,OUT,2/14/2026,1,,テフロン加工へ発送,,,,,,,,
224,5659,,,IN,2/14/2026,1,,確認済,2/14/2026,Audit,,,,,,
225,5659,,mold,OUT,2/14/2026,1,,テフロン加工へ発送,,,,,,,,
226,5659,,mold,IN,2/18/2026,1,,テフロン加工後受取,,,,,,,,
227,5725,,mold,IN,2/18/2026,1,,テフロン加工後受取,,,,,,,,
228,5686,,,IN,2/19/2026,1,,確認済,2/19/2026,Audit,,,,,,
229,5659,,,IN,2/24/2026,3,,確認済,2/24/2026,Audit,,,,,,
230,2136,,mold,RETURNED,2/24/2026,1,1,返却済,2/24/2026,RETURNED,,,,,,
231,5549,,,OUT,2/25/2026,1,1,,2/25/2026,Check-out,,,,,,
232,5545,,,OUT,2/25/2026,1,1,,2/25/2026,Check-out,,,,,,
233,5696,,,IN,2/26/2026,3,6,確認済,2/26/2026,Audit,,,,,,
234,2618,,,IN,2/26/2026,1,,確認済・トレイ重量調査,2/26/2026,Audit,,,,,,
235,5735,,,OUT,2/27/2026,1,9,,2/27/2026,Check-out,,,,,,
236,5558,,,IN,2/28/2026,1,,確認済,2/28/2026,Audit,,,,,,
237,5711,,,IN,2/28/2026,1,,確認済,2/28/2026,Audit,,,,,,
238,5726,,,IN,2/28/2026,3,,確認済,2/28/2026,Audit,,,,,,
239,5736,,,IN,3/2/2026,1,9,確認済,3/2/2026,Audit,,,,,,
240,5726,,mold,OUT,3/2/2026,1,,テフロン加工へ発送,,,,,,,,
241,5737,,,IN,3/3/2026,1,,確認済,3/3/2026,Audit,,,,,,
242,5739,,,IN,3/3/2026,1,,確認済,3/3/2026,Audit,,,,,,
243,5730,,mold,IN,3/3/2026,1,,テフロン加工後受取,,,,,,,,
244,5726,,mold,IN,3/5/2026,1,,テフロン加工後受取,,,,,,,,
245,5670,,,IN,3/5/2026,1,,確認済,3/5/2026,Audit,,,,,,
246,5744,,,IN,3/9/2026,1,,確認済,3/9/2026,Audit,,,,,,
247,5734,,,OUT,3/9/2026,1,19,,3/9/2026,Check-out,,,,,,
248,5607,,,OUT,3/12/2026,1,19,,3/12/2026,Check-out,,,,,,
249,5428,,,IN,3/12/2026,1,,試作のみで量産はありませんので、金型は棚に戻す。,3/12/2026,Audit,,,,,,
250,5429,,,IN,3/12/2026,1,,試作のみで量産はありませんので、金型は棚に戻す。,3/12/2026,Audit,,,,,,
251,5650,,mold,OUT,3/12/2026,1,,テフロン加工へ発送,,,,,,,,
252,5543,,mold,OUT,3/12/2026,1,,テフロン加工へ発送,,,,,,,,
253,5734,,mold,IN,3/12/2026,1,,テフロン加工後受取,,,,,,,,
254,5684,,,IN,3/13/2026,1,,プラグ調整,3/13/2026,Audit,,,,,,
255,5607,,mold,IN,3/18/2026,1,,テフロン加工後受取,,,,,,,,
256,5543,,mold,IN,3/18/2026,1,,テフロン加工後受取,,,,,,,,
257,5650,,mold,IN,3/18/2026,1,,テフロン加工後受取,,,,,,,,
258,5559,,mold,OUT,3/12/2026,1,,テフロン加工へ発送,,,,,,,,
259,5694,,mold,OUT,3/16/2026,1,,テフロン加工へ発送,,,,,,,,
260,5421,,mold,OUT,3/16/2026,1,,テフロン加工へ発送,,,,,,,,
261,5422,,mold,OUT,3/18/2026,1,,テフロン加工へ発送,,,,,,,,
262,5559,,mold,IN,3/18/2026,1,,テフロン加工後受取,,,,,,,,
263,5738,,mold,IN,3/19/2026,1,,テフロン加工後受取,,,,,,,,
264,5421,,mold,IN,3/19/2026,1,,テフロン加工後受取,,,,,,,,
265,5422,,mold,IN,3/19/2026,1,,テフロン加工後受取,,,,,,,,
266,3062,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
267,3061,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
268,5338,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
269,5338,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
270,5442,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
271,5443,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
272,5445,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
273,5446,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
274,5439,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
275,5438,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
276,5512,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
277,357,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
278,1948,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
279,428,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
280,409,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
281,365,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
