MoldCutterID,CutterID,MoldDesignID,DateEntry,MoldCutterNotes,UpdatedAt,UpdatedBy
715,918,1061,8/16/2024,,,
592,919,535,8/16/2024,,,
593,919,536,8/16/2024,,,
845,920,1697,8/16/2024,,,
846,920,1698,8/16/2024,,,
677,921,878,8/16/2024,,,
947,922,170,8/16/2024,,,
948,922,171,8/16/2024,,,
949,922,172,8/16/2024,,,
945,922,2048,8/16/2024,,,
946,922,3412,8/16/2024,,,
970,923,2106,8/16/2024,,,
716,924,1067,8/16/2024,,,
2465,924,4274,1/22/2025,,,
490,925,56,8/16/2024,,,
928,926,2020,8/16/2024,,,
929,926,2024,8/16/2024,,,
930,926,2025,8/16/2024,,,
902,927,1874,8/16/2024,,,
901,927,1935,8/16/2024,,,
905,927,1940,8/16/2024,,,
904,927,2157,8/16/2024,,,
903,927,2159,8/16/2024,,,
2466,927,2161,1/22/2025,,,
884,928,1835,8/16/2024,,,
919,929,2007,8/16/2024,,,
920,929,2017,8/16/2024,スタ,,
921,929,3004,8/16/2024,,,
596,930,553,8/16/2024,,,
556,931,353,8/16/2024,,,
555,931,354,8/16/2024,,,
557,931,370,8/16/2024,,,
2992,931,4691,1/5/2026,,,
2467,932,981,1/22/2025,,,
882,933,1836,8/16/2024,,,
881,933,1838,8/16/2024,,,
883,933,1839,8/16/2024,,,
1148,934,3020,8/16/2024,,,
1155,935,3057,8/16/2024,,,
784,936,1367,8/16/2024,,,
2468,936,1368,1/22/2025,,,
2469,936,1369,1/22/2025,,,
491,937,86,8/16/2024,,,
533,938,252,8/16/2024,,,
532,938,253,8/16/2024,,,
973,939,2129,8/16/2024,,,
974,939,2139,8/16/2024,,,
934,940,1431,8/16/2024,,,
932,940,2019,8/16/2024,,,
931,940,2021,8/16/2024,,,
933,940,2022,8/16/2024,,,
870,941,1798,8/16/2024,,,
2470,942,1366,1/22/2025,,,
876,943,1300,8/16/2024,スタ254,,
875,943,1799,8/16/2024,,,
581,944,510,8/16/2024,,,
874,945,1812,8/16/2024,,,
461,946,21,8/16/2024,,,
2471,947,604,1/22/2025,,,
625,947,605,8/16/2024,,,
628,947,2007,8/16/2024,,,
868,948,1793,8/16/2024,,,
869,948,1794,8/16/2024,,,
1086,949,2885,8/16/2024,,,
758,950,1289,8/16/2024,,,
2938,950,4575,9/12/2025,,,
2981,950,4676,12/9/2025,,,
773,951,1362,8/16/2024,,,
774,951,1364,8/16/2024,,,
775,951,1365,8/16/2024,,,
779,951,1370,8/16/2024,,,
776,951,1371,8/16/2024,,,
778,951,1372,8/16/2024,,,
777,951,1375,8/16/2024,,,
589,952,530,8/16/2024,,,
2395,952,531,1/21/2025,,,
871,953,1813,8/16/2024,,,
873,953,1815,8/16/2024,,,
872,953,1817,8/16/2024,,,
879,955,1833,8/16/2024,,,
1130,956,2618,8/16/2024,,,
1131,956,2624,8/16/2024,,,
1132,956,2630,8/16/2024,,,
654,957,712,8/16/2024,,,
662,959,687,8/16/2024,,,
822,962,1618,8/16/2024,,,
1149,963,3015,8/16/2024,,,
2414,964,3112,1/22/2025,,,
2417,964,3113,1/22/2025,,,
2416,964,3121,1/22/2025,,,
2420,965,1813,1/22/2025,,,
2421,965,1815,1/22/2025,,,
2422,965,1817,1/22/2025,,,
665,966,669,8/16/2024,,,
663,966,723,8/16/2024,,,
664,966,724,8/16/2024,,,
995,967,2175,8/16/2024,,,
2413,967,3701,1/22/2025,,,
2419,968,966,1/22/2025,,,
655,969,750,8/16/2024,,,
657,969,752,8/16/2024,,,
656,969,753,8/16/2024,,,
658,969,754,8/16/2024,,,
823,970,1622,8/16/2024,,,
510,971,182,8/16/2024,,,
511,971,183,8/16/2024,,,
2423,971,1968,1/22/2025,,,
514,971,1969,8/16/2024,,,
513,971,2258,8/16/2024,,,
2424,971,2262,1/22/2025,,,
2425,971,2275,1/22/2025,,,
512,971,2985,8/16/2024,,,
2026,971,4082,12/16/2024,,,
1378,972,935,9/11/2024,,,
2418,973,191,1/22/2025,,,
519,973,198,8/16/2024,,,
518,973,199,8/16/2024,,,
520,973,200,8/16/2024,,,
521,973,202,8/16/2024,,,
522,973,203,8/16/2024,,,
523,973,212,8/16/2024,,,
517,973,1619,8/16/2024,ATS-002,,
492,974,54,8/16/2024,,,
456,975,3326,8/16/2024,,,
2426,975,4269,1/22/2025,,,
986,976,2096,8/16/2024,,,
735,977,1281,8/16/2024,,,
990,978,2126,8/16/2024,,,
1124,979,2424,8/16/2024,,,
2396,979,4222,1/21/2025,,,
1129,980,2493,8/16/2024,,,
1128,980,2871,8/16/2024,,,
3022,980,4768,3/27/2026,,,
865,981,1771,8/16/2024,,,
866,981,1772,8/16/2024,,,
1146,982,3017,8/16/2024,,,
1147,982,3028,8/16/2024,,,
864,983,1768,8/16/2024,,,
2427,984,3160,1/22/2025,,,
509,985,184,8/16/2024,,,
799,986,1533,8/16/2024,,,
969,987,2135,8/16/2024,,,
1145,988,3002,8/16/2024,,,
1360,989,1744,9/11/2024,,,
1359,989,3379,9/11/2024,,,
2407,989,4265,1/21/2025,,,
997,990,2183,8/16/2024,,,
1370,991,3413,9/11/2024,,,
1369,991,3418,9/11/2024,,,
2428,991,3419,1/22/2025,,,
1368,991,3550,9/11/2024,,,
1856,992,3112,12/9/2024,,,
1857,992,3113,12/9/2024,,,
1858,992,3121,12/9/2024,,,
666,993,775,8/16/2024,,,
851,994,1732,8/16/2024,,,
852,994,1734,8/16/2024,,,
1127,995,2720,8/16/2024,,,
1126,996,2776,8/16/2024,フィルム,,
595,997,551,8/16/2024,,,
1374,999,1861,9/11/2024,,,
1029,1001,2292,8/16/2024,,,
645,1006,747,8/16/2024,,,
525,1009,204,8/16/2024,,,
526,1010,205,8/16/2024,,,
1118,1011,2775,8/16/2024,,,
1119,1012,2470,8/16/2024,,,
1108,1013,2471,8/16/2024,,,
1047,1014,2778,8/16/2024,,,
568,1015,415,8/16/2024,,,
2444,1016,3300,1/22/2025,,,
2445,1017,3168,1/22/2025,,,
667,1018,785,8/16/2024,,,
1052,1019,2849,8/16/2024,,,
1043,1020,2641,8/16/2024,,,
1044,1020,2642,8/16/2024,,,
1045,1020,2643,8/16/2024,,,
1090,1021,2428,8/16/2024,,,
2446,1023,2428,1/22/2025,,,
1091,1023,2429,8/16/2024,,,
896,1024,1903,8/16/2024,,,
897,1024,1904,8/16/2024,,,
892,1025,1907,8/16/2024,,,
668,1026,814,8/16/2024,,,
536,1027,275,8/16/2024,,,
1379,1030,1861,9/11/2024,,,
1158,1033,397,8/17/2024,,,
1159,1034,397,8/17/2024,,,
1160,1035,2720,8/17/2024,,,
1161,1036,2720,,再作成抜き型,,
1169,1037,2366,8/26/2024,,,
1193,1038,176,9/3/2024,,,
1194,1038,177,9/3/2024,,,
1181,1039,176,,,,
1182,1039,177,,,,
1183,1039,1821,,,,
2887,1039,1823,7/10/2025,ハイ,,
1188,1040,1800,8/31/2024,,,
1218,1040,1801,9/4/2024,,,
1219,1041,2179,9/4/2024,,,
1223,1043,2430,9/4/2024,,,
1220,1043,2510,9/4/2024,,,
1184,1044,986,,,,
1228,1045,2122,9/4/2024,,,
1229,1046,3312,9/4/2024,,,
1237,1047,1804,9/4/2024,,,
1239,1047,1805,9/4/2024,,,
1185,1048,1495,,,,
1192,1049,3225,9/3/2024,,,
1241,1049,3449,9/4/2024,,,
1429,1050,3326,9/11/2024,,,
2472,1050,4030,1/22/2025,,,
1281,1052,3278,9/6/2024,,,
1431,1054,3313,9/11/2024,,,
1243,1055,289,9/4/2024,,,
2474,1055,367,1/22/2025,,,
2473,1055,368,1/22/2025,,,
2475,1055,373,1/22/2025,,,
2476,1055,380,1/22/2025,,,
2477,1055,383,1/22/2025,,,
2478,1055,389,1/22/2025,,,
2479,1056,614,1/22/2025,,,
1247,1056,615,9/4/2024,,,
2480,1056,616,1/22/2025,,,
1248,1056,622,9/4/2024,,,
1251,1057,2224,9/4/2024,,,
1254,1058,1583,9/4/2024,,,
1264,1060,1806,9/5/2024,,,
1249,1061,1712,9/4/2024,,,
1256,1061,1714,9/4/2024,,,
1277,1062,662,9/6/2024,,,
2481,1062,692,1/22/2025,,,
1276,1062,693,9/6/2024,,,
1278,1062,708,9/6/2024,,,
1279,1062,709,9/6/2024,,,
1282,1062,714,9/6/2024,,,
1266,1062,756,9/5/2024,,,
2387,1062,827,1/21/2025,,,
1283,1063,62,9/6/2024,,,
2482,1064,131,1/22/2025,,,
1285,1064,132,9/6/2024,,,
1284,1064,133,9/6/2024,,,
1286,1066,621,9/6/2024,,,
1292,1066,715,9/6/2024,,,
1289,1066,742,9/6/2024,,,
1288,1066,755,9/6/2024,,,
1290,1066,759,9/6/2024,,,
1287,1066,803,9/6/2024,,,
1291,1066,806,9/6/2024,,,
1293,1068,621,9/6/2024,８号機OK,,
1270,1069,1006,9/5/2024,,,
1295,1069,1007,9/6/2024,,,
2483,1069,1069,1/22/2025,別抜き,,
1294,1070,3077,9/6/2024,,,
1296,1072,620,9/6/2024,,,
1297,1072,629,9/6/2024,,,
1298,1072,630,9/6/2024,,,
1302,1072,653,9/6/2024,,,
1206,1072,701,9/4/2024,,,
1299,1072,733,9/6/2024,,,
1300,1072,734,9/6/2024,,,
1301,1072,735,9/6/2024,,,
1550,1072,3606,10/19/2024,VIET,,
2996,1072,3609,1/8/2026,,,
1217,1073,1776,9/4/2024,,,
1273,1074,1680,9/6/2024,,,
1303,1075,901,9/6/2024,,,
1304,1078,3521,9/9/2024,,,
1327,1085,1685,9/9/2024,,,
2485,1085,1691,1/22/2025,,,
1315,1085,3522,9/9/2024,,,
2484,1085,4275,1/22/2025,,,
1305,1086,623,9/9/2024,,,
1306,1086,624,9/9/2024,,,
1316,1087,3129,9/9/2024,,,
1307,1088,2071,9/9/2024,,,
1308,1090,64,9/9/2024,,,
1309,1092,1476,9/9/2024,,,
1310,1092,1477,9/9/2024,,,
1311,1092,1496,9/9/2024,,,
1318,1093,1612,9/9/2024,,,
1319,1094,2308,9/9/2024,,,
1320,1096,3523,9/9/2024,,,
1321,1097,69,9/9/2024,,,
1322,1097,84,9/9/2024,,,
1323,1097,3526,9/9/2024,,,
1324,1098,1483,9/9/2024,,,
1325,1099,42,9/9/2024,,,
1326,1103,2227,9/9/2024,,,
1313,1104,999,9/9/2024,,,
1312,1109,3524,9/9/2024,,,
1328,1110,626,9/9/2024,,,
1329,1112,3525,9/9/2024,,,
1330,1117,3527,9/9/2024,,,
1331,1119,3528,9/9/2024,,,
1332,1121,3528,9/9/2024,,,
1338,1122,1344,9/9/2024,,,
1337,1123,72,9/9/2024,,,
1333,1125,902,9/9/2024,,,
2486,1125,917,1/22/2025,,,
1334,1125,3529,9/9/2024,,,
1339,1126,1713,9/9/2024,,,
1340,1127,226,9/9/2024,,,
1341,1129,3530,9/9/2024,,,
1342,1131,3531,9/9/2024,,,
1343,1133,3533,9/9/2024,,,
1383,1136,3532,9/11/2024,,,
1384,1137,3045,9/11/2024,,,
1385,1138,577,9/11/2024,,,
1387,1138,578,9/11/2024,,,
1386,1139,3534,9/11/2024,,,
1346,1141,3219,9/9/2024,,,
1347,1144,3535,9/9/2024,,,
1349,1145,2322,9/10/2024,,,
1350,1145,2323,9/10/2024,,,
1351,1145,2324,9/10/2024,,,
1352,1145,2325,9/10/2024,,,
1353,1145,2326,9/10/2024,,,
1354,1145,2327,9/10/2024,,,
1430,1146,609,9/11/2024,,,
1483,1147,20,9/11/2024,,,
1376,1148,1487,9/11/2024,,,
1484,1149,19,9/11/2024,,,
1388,1152,3537,9/11/2024,,,
1403,1153,603,9/11/2024,,,
1428,1154,963,9/11/2024,,,
1390,1155,997,9/11/2024,,,
1389,1156,611,9/11/2024,,,
1392,1156,730,9/11/2024,,,
1393,1156,731,9/11/2024,,,
1391,1156,3547,9/11/2024,,,
1394,1156,3548,9/11/2024,,,
1396,1157,1306,9/11/2024,,,
2487,1158,116,1/22/2025,,,
1488,1158,176,9/11/2024,,,
1491,1158,898,9/11/2024,,,
1492,1158,899,9/11/2024,,,
1487,1158,2242,9/11/2024,,,
1397,1158,2245,9/11/2024,,,
1486,1158,2246,9/11/2024,,,
1490,1158,3235,9/11/2024,,,
1489,1158,3553,9/11/2024,,,
1400,1159,3538,9/11/2024,,,
1401,1160,1800,9/11/2024,,,
1402,1160,1801,9/11/2024,,,
1404,1161,552,9/11/2024,,,
1485,1162,22,9/11/2024,,,
2968,1162,4559,11/17/2025,,,
2970,1162,4652,11/20/2025,,,
1395,1163,2898,9/11/2024,,,
1493,1164,1806,9/11/2024,,,
1494,1165,300,9/11/2024,,,
1405,1166,2835,9/11/2024,,,
1407,1167,2909,9/11/2024,,,
1408,1168,3222,9/11/2024,,,
1406,1169,288,9/11/2024,,,
1409,1170,1802,9/11/2024,,,
1410,1170,1803,9/11/2024,,,
1412,1171,60,9/11/2024,,,
1413,1172,962,9/11/2024,,,
1414,1173,961,9/11/2024,,,
1498,1174,678,9/11/2024,,,
1499,1174,679,9/11/2024,,,
1495,1175,2960,9/11/2024,,,
1496,1175,2961,9/11/2024,,,
1497,1175,2962,9/11/2024,,,
1526,1177,664,9/11/2024,,,
1525,1177,704,9/11/2024,,,
1523,1177,3541,9/11/2024,,,
1524,1177,3551,9/11/2024,,,
2963,1177,3565,11/11/2025,,,
2961,1177,4438,11/11/2025,,,
2962,1177,4644,11/11/2025,,,
1423,1178,2757,9/11/2024,,,
1355,1180,3536,9/10/2024,,,
1422,1181,1897,9/11/2024,,,
1424,1181,1898,9/11/2024,,,
1421,1183,3542,9/11/2024,,,
1513,1184,546,9/11/2024,,,
1420,1186,265,9/11/2024,,,
1419,1188,3540,9/11/2024,,,
1418,1189,3005,9/11/2024,,,
1417,1190,1476,9/11/2024,,,
2488,1190,1477,1/22/2025,,,
1416,1191,985,9/11/2024,,,
1415,1192,2222,9/11/2024,,,
1515,1193,2329,9/11/2024,,,
1516,1193,2330,9/11/2024,,,
1517,1193,2331,9/11/2024,,,
2489,1194,381,1/22/2025,,,
1534,1194,3552,9/11/2024,,,
1427,1195,1766,9/11/2024,,,
1377,1196,1487,9/11/2024,,,
2490,1197,3014,1/22/2025,,,
1527,1197,3569,9/11/2024,,,
1528,1198,2126,9/11/2024,,,
1531,1199,158,9/11/2024,,,
1532,1199,3554,9/11/2024,,,
1520,1200,1022,9/11/2024,,,
1521,1200,1023,9/11/2024,,,
1522,1200,1024,9/11/2024,,,
1514,1200,2229,9/11/2024,,,
1518,1200,2230,9/11/2024,,,
1519,1200,2243,9/11/2024,,,
2491,1201,2132,1/22/2025,,,
1529,1201,2133,9/11/2024,,,
1530,1201,2134,9/11/2024,,,
1434,1202,1248,9/11/2024,,,
1433,1202,1553,9/11/2024,,,
1447,1206,3539,9/11/2024,,,
1448,1207,3159,9/11/2024,,,
1449,1208,2023,9/11/2024,,,
1435,1209,871,9/11/2024,,,
1446,1211,3156,9/11/2024,,,
1445,1212,2314,9/11/2024,,,
1444,1216,3131,9/11/2024,,,
1443,1218,3130,9/11/2024,,,
1442,1220,80,9/11/2024,,,
1440,1222,3229,9/11/2024,,,
1438,1224,1001,9/11/2024,,,
1439,1224,1002,9/11/2024,,,
1436,1226,2002,9/11/2024,,,
1437,1226,2003,9/11/2024,,,
1450,1228,3132,9/11/2024,,,
1451,1228,3139,9/11/2024,,,
1432,1229,2226,9/11/2024,,,
1454,1230,2216,9/11/2024,,,
1455,1232,378,9/11/2024,,,
2872,1232,4345,2/7/2025,,,
2873,1232,4346,2/7/2025,,,
1456,1234,725,9/11/2024,,,
1452,1235,741,9/11/2024,,,
1453,1235,749,9/11/2024,,,
2912,1235,4529,7/18/2025,,,
1473,1236,3228,9/11/2024,,,
2493,1236,3258,1/22/2025,,,
1471,1238,631,9/11/2024,,,
1472,1238,633,9/11/2024,,,
2494,1238,3652,1/22/2025,,,
1457,1240,3543,9/11/2024,,,
1470,1242,400,9/11/2024,,,
1458,1244,1928,9/11/2024,,,
1459,1246,77,9/11/2024,,,
1460,1247,3226,9/11/2024,,,
1477,1249,2617,9/11/2024,,,
1476,1249,2937,9/11/2024,,,
1474,1249,3544,9/11/2024,,,
1475,1249,3549,9/11/2024,,,
2495,1249,4276,1/22/2025,,,
2496,1252,2310,1/22/2025,,,
1461,1252,2311,9/11/2024,,,
1462,1254,3227,9/11/2024,,,
1463,1256,78,9/11/2024,,,
1464,1258,545,9/11/2024,,,
1465,1260,477,9/11/2024,,,
1466,1262,634,9/11/2024,,,
2497,1262,730,1/22/2025,,,
1467,1264,1861,9/11/2024,,,
1478,1265,1858,9/11/2024,,,
1479,1267,1973,9/11/2024,,,
1469,1269,3164,9/11/2024,,,
2498,1272,914,1/22/2025,,,
1468,1272,3546,9/11/2024,,,
1480,1273,3255,9/11/2024,,,
1482,1275,2649,9/11/2024,,,
1481,1276,2761,9/11/2024,,,
1504,1277,1539,9/11/2024,,,
1503,1279,765,9/11/2024,,,
1501,1281,3172,9/11/2024,,,
1505,1283,442,9/11/2024,,,
1511,1284,529,9/11/2024,,,
1502,1285,1020,9/11/2024,,,
3026,1285,4771,4/2/2026,,,
1512,1286,2345,9/11/2024,,,
1510,1287,385,9/11/2024,,,
1500,1288,1512,9/11/2024,,,
1509,1289,2217,9/11/2024,,,
1506,1291,3133,9/11/2024,,,
1507,1291,3136,9/11/2024,,,
1508,1291,3137,9/11/2024,,,
1545,1292,3605,10/8/2024,,,
1555,1293,1302,10/23/2024,,,
1556,1294,559,10/23/2024,,,
1557,1295,3623,10/23/2024,,,
1558,1297,888,10/23/2024,,,
1551,1299,2190,10/23/2024,,,
1552,1299,2191,10/23/2024,,,
1863,1300,2175,12/9/2024,,,
1864,1300,2176,12/9/2024,,,
1865,1300,3481,12/9/2024,,,
1559,1301,1834,10/23/2024,,,
1560,1302,1591,10/23/2024,,,
1561,1304,3624,10/23/2024,,,
1562,1305,1556,10/23/2024,,,
1553,1306,1588,10/23/2024,,,
1554,1306,1592,10/23/2024,,,
1563,1307,1587,10/23/2024,,,
1564,1308,598,10/23/2024,,,
1565,1309,1494,10/23/2024,,,
1566,1310,1405,10/23/2024,,,
1567,1312,631,10/23/2024,,,
2500,1312,3652,1/22/2025,,,
1568,1313,3625,10/23/2024,,,
1569,1314,3626,10/23/2024,,,
1570,1315,486,10/23/2024,,,
1571,1316,3627,10/23/2024,,,
1572,1317,3628,10/23/2024,,,
2501,1318,445,1/22/2025,,,
2502,1318,446,1/22/2025,,,
2503,1318,447,1/22/2025,,,
2504,1318,448,1/22/2025,,,
2505,1318,449,1/22/2025,,,
1573,1319,3417,10/23/2024,,,
1574,1320,485,10/23/2024,,,
1575,1321,3629,10/23/2024,,,
1870,1322,1787,12/9/2024,,,
1869,1323,3630,12/9/2024,,,
1868,1324,2068,12/9/2024,,,
1867,1325,250,12/9/2024,,,
1866,1326,3631,12/9/2024,,,
1884,1328,1857,12/9/2024,,,
1883,1329,1792,12/9/2024,,,
1882,1330,1791,12/9/2024,,,
1881,1331,3632,12/9/2024,,,
1880,1332,129,12/9/2024,,,
1878,1333,37,12/9/2024,,,
1879,1333,38,12/9/2024,,,
1877,1334,596,12/9/2024,,,
1876,1335,1383,12/9/2024,,,
1875,1336,2167,12/9/2024,,,
1872,1338,3633,12/9/2024,,,
1874,1340,3634,12/9/2024,,,
1873,1341,540,12/9/2024,,,
1871,1342,538,12/9/2024,,,
1577,1343,2351,10/23/2024,,,
1576,1343,3635,10/23/2024,,,
1578,1344,2349,10/23/2024,,,
1579,1344,2350,10/23/2024,,,
1580,1345,3636,10/23/2024,,,
1581,1346,3637,,,,
1584,1347,480,10/23/2024,,,
1583,1347,3638,10/23/2024,,,
2506,1347,4278,1/22/2025,,,
1587,1348,143,10/23/2024,,,
1589,1349,537,10/23/2024,,,
1591,1350,2497,10/23/2024,,,
2509,1352,1076,1/22/2025,,,
1593,1352,1081,11/19/2024,,,
1595,1353,1959,11/19/2024,,,
1596,1354,3692,,,,
1600,1356,3693,11/19/2024,,,
1608,1358,1608,,,,
1605,1358,3694,11/19/2024,,,
1606,1358,3695,,,,
1610,1358,3696,,,,
1612,1358,3697,,,,
1621,1359,3413,,,,
1618,1359,3418,,,,
1615,1359,3419,11/19/2024,,,
1616,1359,3550,,,,
1627,1363,1387,11/19/2024,,,
1626,1363,2931,11/19/2024,,,
1629,1363,3698,11/19/2024,,,
1631,1364,595,,,,
1640,1366,2354,,,,
1637,1366,2355,,,,
1638,1366,2357,,,,
1639,1366,2358,,,,
1643,1368,3699,,,,
1646,1369,3700,11/19/2024,,,
2510,1370,1861,1/22/2025,,,
1887,1371,2947,12/9/2024,,,
1888,1371,3924,12/9/2024,,,
1889,1372,3006,12/9/2024,,,
1886,1373,3004,12/9/2024,,,
1647,1374,3005,11/19/2024,,,
1648,1375,593,,,,
1649,1375,594,,,,
1650,1375,2184,,,,
1890,1377,151,12/9/2024,,,
1652,1378,890,,,,
1654,1379,3008,,,,
2511,1380,1597,1/22/2025,プレス,,
1655,1380,3701,,,,
1656,1381,379,,,,
1894,1383,555,12/9/2024,,,
1891,1383,3702,12/9/2024,,,
1892,1383,3703,12/9/2024,,,
1893,1383,3704,12/9/2024,,,
1895,1383,4013,12/9/2024,,,
1896,1383,4014,12/9/2024,,,
1897,1383,4015,12/9/2024,,,
2405,1384,4264,1/21/2025,,,
2392,1385,2404,1/21/2025,,,
2394,1385,2406,1/21/2025,,,
2393,1385,4261,1/21/2025,,,
1885,1386,3705,12/9/2024,,,
2409,1387,4266,1/21/2025,,,
1661,1389,3706,,,,
2512,1390,1861,1/22/2025,,,
1673,1391,3074,11/20/2024,,,
1662,1392,3707,,,,
1663,1392,3708,,,,
1664,1392,3709,,,,
1665,1392,3710,,,,
1667,1393,3055,,,,
1668,1393,3064,11/19/2024,,,
1671,1394,3711,11/19/2024,,,
1672,1394,3712,,,,
2514,1394,4202,1/22/2025,,,
2515,1394,4204,1/22/2025,,,
2516,1394,4206,1/22/2025,,,
2513,1394,4279,1/22/2025,,,
1674,1395,1377,11/20/2024,,,
1675,1395,1379,11/20/2024,,,
1676,1395,1381,11/20/2024,,,
1679,1396,987,11/20/2024,,,
1680,1397,1594,11/20/2024,,,
1682,1398,1305,11/20/2024,,,
1683,1399,3713,11/20/2024,,,
1684,1402,893,11/20/2024,,,
1688,1402,919,11/20/2024,,,
1687,1402,922,11/20/2024,,,
1685,1402,938,11/20/2024,,,
1689,1405,900,11/20/2024,,,
1691,1405,935,11/20/2024,,,
1692,1405,944,11/20/2024,,,
1690,1405,3714,11/20/2024,,,
1693,1406,2472,11/20/2024,,,
1694,1407,1415,11/20/2024,,,
1695,1408,2218,11/20/2024,,,
1696,1409,2219,11/20/2024,,,
1697,1412,2069,11/20/2024,,,
1698,1413,495,11/20/2024,,,
1699,1414,3715,11/20/2024,,,
1701,1415,3008,,,,
1702,1416,1378,11/21/2024,,,
1703,1416,1382,11/21/2024,,,
1705,1417,2220,11/21/2024,,,
1704,1422,2222,11/21/2024,,,
1706,1426,1357,11/21/2024,,,
1707,1430,3718,11/21/2024,,,
1708,1432,3054,11/21/2024,,,
1898,1434,1596,12/9/2024,,,
1899,1435,3719,12/9/2024,,,
1709,1437,1606,11/21/2024,,,
1710,1439,1484,11/21/2024,,,
1711,1441,3720,11/21/2024,,,
1712,1444,3722,11/21/2024,,,
1713,1446,3218,11/21/2024,,,
1714,1447,542,11/21/2024,,,
1715,1448,1765,11/21/2024,,,
1717,1450,543,11/21/2024,,,
1718,1451,602,11/21/2024,,,
1720,1452,998,11/21/2024,,,
1719,1452,3723,11/21/2024,,,
1721,1453,541,11/21/2024,,,
1723,1454,3458,11/21/2024,,,
1722,1454,3724,11/21/2024,,,
1724,1454,3725,11/21/2024,,,
1726,1455,1152,11/21/2024,,,
1727,1455,1153,11/21/2024,,,
1728,1455,1154,11/21/2024,,,
1729,1455,1155,11/21/2024,,,
1730,1455,1156,11/21/2024,,,
1731,1455,1157,11/21/2024,,,
1733,1455,1158,11/21/2024,,,
1725,1455,3726,11/21/2024,,,
1735,1458,2837,11/21/2024,,,
1736,1458,2838,11/21/2024,,,
1734,1458,3727,11/21/2024,,,
1737,1459,2221,11/21/2024,,,
1739,1460,1152,11/21/2024,,,
1740,1460,1153,11/21/2024,,,
1741,1460,1154,11/21/2024,,,
1742,1460,1155,11/21/2024,,,
1743,1460,1156,11/21/2024,,,
1744,1460,1157,11/21/2024,,,
1745,1460,1158,11/21/2024,,,
1746,1460,1159,11/21/2024,,,
1747,1460,1160,11/21/2024,,,
1748,1460,1161,11/21/2024,,,
1749,1460,1162,11/21/2024,,,
1750,1460,1163,11/21/2024,,,
1738,1460,3726,11/21/2024,,,
1751,1460,3728,11/21/2024,,,
1756,1464,1630,11/21/2024,,,
1758,1465,55,11/21/2024,,,
1759,1465,3729,11/21/2024,,,
1770,1475,541,11/21/2024,,,
1774,1479,555,11/21/2024,,,
1772,1479,1606,11/21/2024,,,
1775,1481,3006,11/21/2024,,,
1776,1481,3705,11/21/2024,,,
1777,1482,1506,11/21/2024,,,
1778,1483,2278,11/21/2024,,,
1785,1486,2501,11/21/2024,,,
1783,1486,2502,11/21/2024,,,
1786,1486,2504,11/21/2024,,,
1787,1486,2505,11/21/2024,,,
1781,1486,2895,11/21/2024,,,
1784,1486,3731,11/21/2024,,,
1782,1487,3730,11/21/2024,,,
1796,1501,3732,11/21/2024,,,
1797,1502,3733,11/21/2024,,,
1798,1503,75,11/22/2024,,,
1799,1504,70,11/22/2024,,,
1800,1505,3734,11/22/2024,,,
1801,1505,3735,11/22/2024,,,
1803,1506,2308,11/22/2024,,,
1804,1507,901,11/22/2024,,,
1806,1508,633,11/22/2024,,,
1805,1508,3652,11/22/2024,,,
1807,1509,399,11/22/2024,,,
1808,1511,2228,11/22/2024,,,
1809,1515,1803,11/22/2024,,,
1811,1517,633,11/22/2024,,,
1810,1517,3652,11/22/2024,,,
1813,1520,3228,11/22/2024,,,
1814,1522,3164,11/22/2024,,,
1815,1523,60,11/22/2024,,,
1816,1525,3738,11/22/2024,,,
1818,1526,2056,11/22/2024,,,
1821,1527,3528,11/22/2024,,,
1823,1528,510,11/22/2024,,,
1825,1529,584,11/22/2024,,,
2517,1530,3941,1/22/2025,,,
2519,1532,3852,1/22/2025,,,
2518,1532,3853,1/22/2025,,,
2520,1534,1861,1/22/2025,,,
1827,1535,3739,11/22/2024,,,
1828,1537,1380,11/22/2024,,,
1829,1539,1382,11/22/2024,,,
1830,1541,2332,11/22/2024,,,
1831,1543,2214,11/22/2024,,,
1832,1545,3740,11/22/2024,,,
1833,1548,3625,11/22/2024,,,
1834,1550,1786,11/22/2024,,,
1835,1551,262,11/22/2024,,,
1836,1552,3741,11/22/2024,,,
1837,1554,3742,11/22/2024,,,
1838,1556,3058,11/22/2024,,,
1839,1558,3163,11/22/2024,,,
1840,1560,2353,11/22/2024,,,
1841,1562,1511,11/22/2024,,,
1842,1564,573,11/22/2024,,,
1845,1569,3743,11/22/2024,,,
1846,1570,1491,11/22/2024,,,
1847,1572,3744,11/22/2024,,,
1848,1572,3745,11/22/2024,,,
1849,1573,3746,11/22/2024,,,
1850,1575,3747,11/22/2024,,,
1851,1577,1736,11/22/2024,,,
1852,1578,1506,11/22/2024,,,
1860,1598,135,12/9/2024,,,
2528,1608,4016,1/23/2025,,,
2529,1608,4280,1/23/2025,,,
1900,1611,4010,12/9/2024,,,
1902,1612,4001,12/9/2024,,,
1901,1612,4017,12/9/2024,,,
1903,1614,4018,12/9/2024,,,
1904,1614,4020,12/9/2024,,,
1905,1614,4021,12/9/2024,,,
1906,1614,4022,12/9/2024,,,
1907,1614,4023,12/9/2024,,,
1908,1614,4024,12/9/2024,,,
2525,1615,1861,1/22/2025,,,
1909,1617,1957,12/9/2024,,,
1912,1619,3948,12/9/2024,,,
