TeflonLogID,MoldID,TeflonStatus,RequestedBy,RequestedDate,ApprovedDate,ApprovedBy,SentBy,SentDate,ExpectedDate,ReceivedDate,SupplierID,CoatingType,Reason,TeflonCost,Quality,TeflonNotes,CreatedDate,UpdatedBy,UpdatedAt
1128,874,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1129,875,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1130,876,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1131,877,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1132,878,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1133,879,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1134,880,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1135,881,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1136,882,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1137,883,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1138,884,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1139,885,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1140,886,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1141,887,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1142,888,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1143,889,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1144,890,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1145,891,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1146,892,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1147,893,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1148,894,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1149,895,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1150,896,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1151,897,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1152,898,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1153,899,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1154,900,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1155,901,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1156,902,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1157,903,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1158,904,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1159,905,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1160,906,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1161,907,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1162,908,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1163,909,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1164,910,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1165,911,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1166,912,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1167,913,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1168,915,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1169,916,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1170,917,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1171,918,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1172,919,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1173,920,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1174,921,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1175,922,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1176,923,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1177,924,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1178,925,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1179,926,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1180,927,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1181,928,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1182,929,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1183,930,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1184,931,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1185,932,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1186,933,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1187,934,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1188,935,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1189,936,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1190,937,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1191,938,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1192,939,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1193,940,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1194,941,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1195,942,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1196,943,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1197,944,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1198,945,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1199,947,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1200,948,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1201,949,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1202,950,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1203,951,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1204,952,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1205,953,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1206,954,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1207,955,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1208,956,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1209,958,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1210,959,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1211,960,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1212,961,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1213,962,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1214,963,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1215,964,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1216,965,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1217,966,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1218,968,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1219,969,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1220,970,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1221,971,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1222,972,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1223,973,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1224,974,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1225,975,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1226,976,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1227,977,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1228,978,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1229,979,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1230,980,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1231,981,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1232,982,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1233,983,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1234,984,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1235,985,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1236,986,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1237,987,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1238,988,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1239,989,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1240,990,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1241,991,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1242,992,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1243,993,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1244,994,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1245,995,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1246,996,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1247,997,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1248,998,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1249,999,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1250,1000,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1251,1001,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1252,1002,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1253,1003,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1254,1004,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1255,1005,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1256,1006,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1257,1007,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1258,1008,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1259,1009,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1260,1010,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1261,1011,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1262,1012,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1263,1013,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1264,1014,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1265,1015,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1266,1016,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1267,1017,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1268,1018,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1269,1019,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1270,1020,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1271,1021,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1272,1022,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1273,1023,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1274,1024,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1275,1026,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1276,1027,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1277,1029,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1278,1030,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1279,1031,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1280,1032,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1281,1033,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1282,1034,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1283,1035,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1284,1036,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1285,1037,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1286,1038,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1287,1039,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1288,1040,テフロン加工済,,,,,,,,,7,テフロン加工済,,,,,12/10/2025,,12/10/2025
1289,1041,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1290,1042,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1291,1043,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1292,1044,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1293,1045,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1294,1046,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1295,1047,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1296,1048,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1297,1049,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1298,1050,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1299,1051,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1300,1052,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1301,1053,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1302,1054,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1303,1055,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1304,1056,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1305,1057,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1306,1058,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1307,1059,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1308,1060,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1309,1061,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1310,1062,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1311,1063,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1312,1064,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1313,1065,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1314,1066,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1315,1067,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1316,1068,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1317,1069,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1318,1070,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1319,1071,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1320,1072,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1321,1073,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1322,1074,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1323,1075,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1324,1076,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1325,1077,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1326,1078,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1327,1079,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1328,1080,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1329,1081,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1330,1082,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1331,1083,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1332,1084,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1333,1085,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1334,1086,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1335,1087,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1336,1088,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1337,1089,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1338,1090,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1339,1091,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1340,1092,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1341,1093,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1342,1094,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1343,1096,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1344,1097,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1345,1098,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1346,1099,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1347,1100,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1348,1101,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1349,1102,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1350,1103,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1351,1104,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1352,1105,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1353,1106,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1354,1107,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1355,1108,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1356,1109,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1357,1110,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1358,1111,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1359,1112,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1360,1113,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1361,1114,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1362,1115,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1363,1116,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1364,1117,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1365,1118,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1366,1119,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1367,1120,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1368,1121,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1369,1123,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1370,1127,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1371,1129,テフロン加工済,,,,,,,,12/3/2024,7,テフロン加工済,,,,,12/10/2025,,12/10/2025
1372,1130,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1373,1131,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1374,1133,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1375,1134,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1376,1135,テフロン加工済,,,,,,,,,7,テフロン加工済,,,,,12/10/2025,,12/10/2025
1377,1143,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1378,1146,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1379,1147,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1380,1148,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1381,1149,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1382,1150,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1383,1151,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1384,1152,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1385,1153,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1386,1154,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1387,1155,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1388,1156,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1389,1157,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1390,1158,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1391,1160,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1392,1161,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1393,1163,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1394,1164,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1395,1167,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1396,1168,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1397,1169,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1398,1170,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1399,1171,テフロン加工済,,,,,,,,,7,テフロン加工済,,,,,12/10/2025,,12/10/2025
1400,1172,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1401,1174,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1402,1175,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1403,1176,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1404,1177,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1405,1178,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1406,1179,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1407,1180,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1408,1181,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1409,1182,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1410,1183,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1411,1184,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1412,1185,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1413,1186,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1414,1187,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1415,1188,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1416,1189,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1417,1190,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1418,1191,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1419,1192,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1420,1193,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1421,1194,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1422,1195,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1423,1196,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1424,1197,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1425,1198,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1426,1199,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1427,1200,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1428,1201,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1429,1202,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1430,1203,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1431,1204,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1432,1257,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1433,1258,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1434,1259,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1435,1260,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1436,1261,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1437,1262,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1438,1263,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1439,1264,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1440,1265,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1441,1266,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1442,1267,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1443,1268,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1444,1269,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1445,1270,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1446,1271,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1447,1272,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1448,1273,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1449,1274,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1450,1275,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1451,1276,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1452,1277,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1453,1278,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1454,1279,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1455,1280,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1456,1281,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1457,1286,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1458,1287,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1459,1288,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1460,1289,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1461,1290,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1462,1291,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1463,1292,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1464,1293,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1465,1294,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1466,1295,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1467,1296,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1468,1297,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1469,1298,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1470,1299,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1471,1300,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1472,1301,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1473,1302,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1474,1303,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1475,1304,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1476,1305,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1477,1308,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1478,1309,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1479,1310,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1480,1311,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1481,1312,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1482,1313,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1483,1314,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1484,1315,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1485,1316,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1486,1317,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1487,1318,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1488,1319,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1489,1320,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1490,1321,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1491,1322,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1492,1323,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1493,1324,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1494,1325,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1495,1326,テフロン加工済,,,,,,,,,7,テフロン加工済,,,,,12/10/2025,,12/10/2025
1496,1327,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1497,1328,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1498,1329,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1499,1330,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1500,1331,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1501,1332,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
1502,1333,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
