LocationLogID,OldRackLayer,NewRackLayer,MoldID,CutterID,notes,EmployeeID,DateEntry,UpdatedAt,UpdatedBy
589,1001,911,,758,,,2025/01/24 15:34:32,,
590,1001,911,,757,,,2025/01/24 15:34:53,,
591,1001,911,,756,,,2025/01/24 15:35:17,,
592,1001,911,,755,,,2025/01/24 15:35:41,,
593,1001,911,,753,,,2025/01/24 15:35:58,,
594,1001,911,,749,,,2025/01/24 15:36:32,,
595,1001,911,,751,,,2025/01/24 15:36:50,,
596,1001,911,,746,,,2025/01/24 15:37:08,,
597,1001,911,,793,,,2025/01/24 15:37:29,,
598,1001,911,,747,,,2025/01/24 15:37:56,,
599,1001,911,,740,,,2025/01/24 15:38:49,,
600,1001,912,,760,,,2025/01/24 15:58:09,,
601,1001,913,,695,,,2025/01/24 16:18:40,,
602,700,14,5090,,,,2025/01/24 16:39:44,,
603,1001,920,,716,,,2025/01/24 16:41:25,,
604,1001,920,,716,,,2025/01/24 16:42:03,,
605,1001,920,,494,,,2025/01/24 16:43:07,,
606,700,35,5237,,,,2025/01/27 8:32:26,,
607,1001,951,,615,,,2025/01/28 9:13:39,,
608,1001,942,,470,,,2025/01/28 10:42:18,,
609,1001,941,,590,,,2025/01/28 10:42:31,,
610,1001,942,,470,,,2025/01/28 10:42:57,,
611,1001,942,,469,,,2025/01/28 10:44:42,,
612,1001,942,,467,,,2025/01/28 10:46:31,,
613,1001,942,,468,,,2025/01/28 10:46:49,,
614,1001,942,,466,,,2025/01/28 10:47:18,,
615,1001,942,,465,,,2025/01/28 10:47:33,,
616,1001,942,,464,,,2025/01/28 10:48:35,,
617,1001,942,,463,,,2025/01/28 10:48:58,,
618,1001,942,,462,,,2025/01/28 10:49:18,,
619,1001,942,,461,,,2025/01/28 10:50:46,,
620,1001,942,,460,,,2025/01/28 10:52:31,,
621,1001,942,,459,,,2025/01/28 10:53:26,,
622,1001,942,,458,,,2025/01/28 10:53:50,,
623,1001,942,,457,,,2025/01/28 10:54:09,,
624,1001,942,,456,,,2025/01/28 10:54:59,,
625,1001,942,,454,,,2025/01/28 10:57:29,,
626,1001,942,,453,,,2025/01/28 10:58:52,,
627,1001,942,,452,,,2025/01/28 10:59:23,,
628,1001,942,,538,,,2025/01/28 11:00:58,,
629,1001,942,,572,,,2025/01/28 11:03:01,,
630,1001,942,,606,,,2025/01/28 11:04:38,,
631,1001,942,,523,,,2025/01/28 11:06:06,,
632,1001,943,,532,,,2025/01/28 11:06:40,,
633,1001,943,,545,,,2025/01/28 11:08:02,,
634,1001,943,,542,,,2025/01/28 11:08:25,,
635,1001,943,,546,,,2025/01/28 11:09:09,,
636,1001,943,,549,,,2025/01/28 11:10:17,,
637,1001,943,,550,,,2025/01/28 11:11:30,,
638,1001,943,,551,,,2025/01/28 11:12:12,,
639,1001,943,,552,,,2025/01/28 11:12:28,,
640,1001,943,,553,,,2025/01/28 11:13:57,,
641,1001,943,,556,,,2025/01/28 11:14:23,,
642,1001,943,,558,,,2025/01/28 11:14:48,,
643,1001,943,,559,,,2025/01/28 11:15:01,,
644,1001,943,,541,,,2025/01/28 11:15:17,,
645,1001,932,,544,,,2025/01/28 13:30:27,,
646,1001,932,,527,,,2025/01/28 13:31:51,,
647,12,13,450,,,,2025/02/03 16:00:34,,
648,12,13,4218,,,,2025/02/03 16:00:43,,
649,700,14,5112,,,,2025/02/03 16:01:24,,
650,700,15,4939,,,,2025/02/03 16:01:50,,
651,700,13,4727,,,,2025/02/03 16:02:02,,
652,,661,4413,,,,2025/02/07 12:02:04,,
653,651,704,3665,,,,2025/02/07 15:10:40,,
654,655,704,3664,,,,2025/02/07 15:11:02,,
655,655,704,5079,,,,2025/02/07 15:12:48,,
656,,152,4098,,,,2025/02/10 12:10:58,,
657,700,71,4625,,,,2025/03/04 12:46:14,,
658,123,704,324,,,,2025/03/13 16:13:12,,
659,114,704,424,,,,2025/03/13 16:13:35,,
660,112,704,375,,,,2025/03/13 16:14:17,,
661,112,704,376,,,,2025/03/13 16:14:26,,
662,112,704,380,,,,2025/03/13 16:14:37,,
663,122,704,269,,,,2025/03/13 16:14:55,,
664,122,704,271,,,,2025/03/13 16:15:13,,
665,123,704,315,,,,2025/03/13 16:15:25,,
666,123,704,2868,,,,2025/03/13 16:15:41,,
667,700,233,5338,,,,2025/03/14 16:15:27,,
668,162,163,2819,,,,2025/03/17 9:16:09,,
669,700,94,5339,,,,2025/03/19 8:47:52,,
670,700,94,5340,,,,2025/03/19 8:48:05,,
671,,700,5331,,,,2025/03/19 8:53:48,,
672,,43,5239,,,,2025/03/21 14:21:15,,
673,43,45,814,,,,2025/03/21 14:21:45,,
674,43,45,811,,,,2025/03/21 14:21:54,,
675,33,35,3063,,,,2025/03/22 14:46:27,,
676,700,63,5323,,,,2025/03/22 14:47:17,,
677,1002,704,5264,,,,2025/03/27 8:56:18,,
678,612,602,4011,,,,2025/03/27 13:57:39,,
679,613,603,4934,,,,2025/03/27 13:58:52,,
680,280,603,2921,,,,2025/03/27 13:59:18,,
681,602,603,4325,,,,2025/03/27 13:59:26,,
682,1002,603,4745,,,,2025/03/27 13:59:30,,
683,614,603,4925,,,,2025/03/27 13:59:38,,
684,1002,603,5266,,,,2025/03/27 13:59:49,,
685,613,603,4901,,,,2025/03/27 13:59:56,,
686,613,603,4902,,,,2025/03/27 14:00:02,,
687,613,604,4335,,,,2025/03/27 14:00:18,,
688,625,604,5017,,,,2025/03/27 14:00:25,,
689,624,604,4981,,,,2025/03/27 14:00:37,,
690,707,604,4742,,,,2025/03/27 14:00:58,,
691,,604,5348,,,,2025/03/27 14:02:41,,
692,,604,3910,,,,2025/03/27 14:03:42,,
693,653,652,4394,,,,2025/03/27 14:04:12,,
694,654,653,4400,,,,2025/03/27 14:06:57,,
695,,653,5350,,,,2025/03/27 14:10:16,,
696,,654,5351,,,,2025/03/27 14:10:43,,
697,,654,5352,,,,2025/03/27 14:11:10,,
698,,654,5353,,,,2025/03/27 14:11:16,,
699,,654,5354,,,,2025/03/27 14:11:23,,
700,,654,4036,,,,2025/03/27 14:11:28,,
701,,654,5355,,,,2025/03/27 14:11:36,,
702,,655,5076,,,,2025/03/27 14:11:59,,
703,625,656,5000,,,,2025/03/27 14:12:17,,
704,,621,5356,,,,2025/03/27 14:14:42,,
705,,621,5357,,,,2025/03/27 14:15:16,,
706,604,625,4849,,,,2025/03/27 14:15:32,,
707,613,625,4933,,,,2025/03/27 14:15:37,,
708,604,625,4831,,,,2025/03/27 14:15:42,,
709,613,625,4899,,,,2025/03/27 14:15:57,,
710,,625,5014,,,,2025/03/27 14:16:06,,
711,,625,5029,,,,2025/03/27 14:16:25,,
712,,625,5028,,,,2025/03/27 14:16:31,,
713,,625,5032,,,,2025/03/27 14:16:37,,
714,1002,625,4748,,,,2025/03/27 14:16:49,,
715,603,622,4825,,,,2025/03/27 14:18:16,,
716,623,622,4971,,,,2025/03/27 14:18:30,,
717,622,623,4971,,,,2025/03/27 14:19:59,,
718,,612,5359,,,,2025/03/27 14:24:58,,
719,,612,5360,,,,2025/03/27 14:25:17,,
720,,612,5361,,,,2025/03/27 14:25:45,,
721,,612,5362,,,,2025/03/27 14:26:00,,
722,,612,5363,,,,2025/03/27 14:26:09,,
723,,612,4591,,,,2025/03/27 14:26:18,,
724,613,612,4334,,,,2025/03/27 14:26:26,,
725,,612,5364,,,,2025/03/27 14:26:34,,
726,625,612,4361,,,,2025/03/27 14:26:39,,
727,604,612,4359,,,,2025/03/27 14:26:43,,
728,613,612,4363,,,,2025/03/27 14:26:58,,
729,613,612,4366,,,,2025/03/27 14:27:06,,
730,612,613,4334,,,,2025/03/27 14:27:19,,
731,612,613,5364,,,,2025/03/27 14:27:25,,
732,612,613,4361,,,,2025/03/27 14:27:30,,
733,612,613,4359,,,,2025/03/27 14:27:34,,
734,612,613,4363,,,,2025/03/27 14:27:40,,
735,612,613,4366,,,,2025/03/27 14:27:47,,
736,625,613,5004,,,,2025/03/27 14:28:03,,
737,624,613,4985,,,,2025/03/27 14:28:08,,
740,,614,5366,,,,2025/03/27 14:31:32,,
741,625,614,4494,,,,2025/03/27 14:32:54,,
742,1002,614,4291,,,,2025/03/27 14:33:06,,
743,602,614,3768,,,,2025/03/27 14:33:11,,
744,1002,614,4746,,,,2025/03/27 14:33:16,,
745,603,614,4925,,,,2025/03/27 14:34:36,,
746,83,704,696,,,,2025/03/28 13:17:39,,
747,83,704,5256,,,,2025/03/28 13:17:43,,
748,83,704,5257,,,,2025/03/28 13:17:45,,
749,700,64,5322,,,,2025/04/01 8:43:32,,
750,700,61,5327,,,,2025/04/01 8:43:57,,
751,700,61,5328,,,,2025/04/01 8:44:00,,
752,,271,5369,,,,2025/04/01 10:42:10,,
753,1002,280,5273,,,,2025/04/01 13:30:09,,
754,,280,5370,,,,2025/04/01 13:33:09,,
755,,280,4104,,,,2025/04/01 14:19:46,,
756,613,280,4115,,,,2025/04/01 14:35:12,,
757,280,613,4115,,,,2025/04/01 14:37:50,,
758,,280,5373,,,,2025/04/01 14:38:04,,
759,1002,280,5272,,,,2025/04/01 14:42:24,,
760,,280,4095,,,,2025/04/01 14:47:18,,
761,,280,5379,,,,2025/04/01 14:48:15,,
762,142,280,1843,,,,2025/04/01 14:50:28,,
763,143,280,1858,,,,2025/04/01 14:50:31,,
764,140,280,1815,,,,2025/04/01 14:51:27,,
765,140,280,1816,,,,2025/04/01 14:51:30,,
766,141,280,1825,,,,2025/04/01 14:52:01,,
767,141,280,1826,,,,2025/04/01 14:52:05,,
768,142,702,1842,,,,2025/04/01 14:52:28,,
769,142,280,1842,,,,2025/04/01 14:52:37,,
770,142,280,1841,,,,2025/04/01 14:52:56,,
771,142,702,1840,,,,2025/04/01 14:53:02,,
772,151,,2964,,,,2025/04/02 17:26:18,,
773,,700,5380,,,,2025/04/03 17:01:11,,
774,,154,4464,,,,2025/04/04 16:37:27,,
775,,702,5325,,,,2025/04/04 16:38:33,,
776,,702,4566,,,,2025/04/04 16:39:38,,
777,,932,,3020,,,2025/04/10 8:18:11,,
778,,932,,3021,,,2025/04/10 8:21:08,,
779,,710,5382,,,,2025/04/10 15:29:40,,
780,,22,5368,,,,2025/04/14 11:18:57,,
781,,175,5332,,,,2025/04/16 8:27:06,,
782,700,184,5380,,,,2025/04/17 15:22:48,,
783,,700,5386,,,,2025/04/17 17:02:50,,
784,,700,5387,,,,2025/04/18 17:16:59,,
785,283,23,203,,,,2025/04/21 8:25:44,,
786,61,704,5328,,,,2025/04/21 8:25:55,,
787,,61,5385,,,,2025/04/21 8:25:59,,
789,75,705,1110,,,,2025/04/21 15:13:23,,
790,,1001,5388,,,,2025/04/21 16:27:36,,
791,1001,1003,5388,,,,2025/04/21 16:29:05,,
792,,1003,5393,,,,2025/04/21 16:33:03,,
793,,1003,5394,,,,2025/04/21 16:35:47,,
794,,1003,5395,,,,2025/04/21 16:53:58,,
795,,354,5396,,,,2025/04/21 17:21:18,,
796,,185,5397,,,,2025/04/22 8:43:57,,
797,700,35,4224,,,,2025/04/22 8:46:19,,
798,700,42,3071,,,,2025/04/22 8:50:58,,
799,,45,5398,,,,2025/04/22 8:53:05,,
800,,45,5398,,,,2025/04/22 8:53:52,,
801,700,22,5111,,,,2025/04/22 8:54:16,,
802,,22,3259,,,,2025/04/22 8:55:34,,
803,700,25,5337,,,,2025/04/22 8:56:14,,
804,604,25,2937,,Duyen kiem ke,,2025/04/22 8:57:50,,
805,22,23,5111,,,,2025/04/22 9:02:33,,
806,,142,4163,,,,2025/04/22 10:24:50,,
807,75,74,1102,,,,2025/04/22 12:53:53,,
808,65,75,1060,,,,2025/04/22 12:54:07,,
809,,700,5399,,,,2025/04/22 17:07:54,,
810,,700,5400,,,,2025/04/22 17:14:51,,
811,700,115,5331,,,,2025/04/23 9:39:24,,
812,700,94,3057,,,,2025/04/23 9:39:40,,
813,700,183,4222,,,,2025/04/23 9:39:52,,
814,700,74,5098,,,,2025/04/23 9:40:00,,
815,700,94,5341,,,,2025/04/23 9:40:12,,
816,700,704,4655,,,,2025/04/23 9:40:29,,
817,700,704,4629,,,,2025/04/23 9:40:33,,
818,700,704,4632,,,,2025/04/23 9:40:36,,
819,700,704,4630,,,,2025/04/23 9:40:40,,
820,700,704,4631,,,,2025/04/23 9:40:43,,
821,700,704,4627,,,,2025/04/23 9:40:55,,
822,700,233,4227,,,,2025/04/23 10:04:14,,
823,700,233,4237,,,,2025/04/23 10:04:17,,
824,700,233,4238,,,,2025/04/23 10:04:20,,
825,94,233,5341,,,,2025/04/23 10:04:40,,
826,700,233,5312,,,,2025/04/23 10:04:54,,
827,150,702,1885,,,,2025/04/24 17:34:47,,
828,,702,3847,,,,2025/04/24 17:35:18,,
829,352,223,1337,,,,2025/04/25 10:10:04,,
830,,700,5401,,,,2025/04/28 16:54:14,,
831,271,702,2732,,,,2025/04/28 17:02:44,,
832,,700,5402,,,,2025/04/30 16:31:59,,
833,,176,5403,,,,2025/05/01 14:45:45,,
834,1002,176,5265,,,,2025/05/01 14:46:06,,
835,191,703,2235,,,,2025/05/02 10:25:34,,
836,,700,5404,,,,2025/05/02 16:29:38,,
837,,653,5405,,,,2025/05/07 15:29:14,,
838,623,704,4977,,,,2025/05/08 10:59:58,,
839,653,704,5405,,,,2025/05/08 11:00:30,,
840,176,704,2055,,,,2025/05/08 11:01:00,,
841,176,704,5265,,,,2025/05/08 11:01:36,,
842,651,704,5036,,,,2025/05/08 11:01:54,,
843,700,703,5401,,,,2025/05/08 12:01:02,,
844,233,94,5341,,,,2025/05/12 11:38:08,,
845,1002,702,5288,,,,2025/05/14 11:27:08,,
846,1002,702,5289,,,,2025/05/14 11:28:11,,
847,141,702,1809,,,,2025/05/14 11:28:19,,
848,,702,4052,,,,2025/05/14 11:28:25,,
849,141,702,1808,,,,2025/05/14 11:29:26,,
850,,702,3448,,,,2025/05/14 11:30:05,,
852,141,702,1807,,,,2025/05/14 11:31:08,,
853,,142,4376,,,,2025/05/15 8:10:22,,
854,143,142,1852,,,,2025/05/15 8:56:15,,
855,700,703,5386,,,,2025/05/17 9:27:12,,
856,700,703,5400,,,,2025/05/17 9:28:42,,
857,,122,5333,,,,2025/05/20 9:28:15,,
858,,122,5334,,,,2025/05/20 9:28:24,,
859,700,705,5399,,,,2025/05/20 13:33:30,,
860,132,710,2218,,,,2025/05/22 13:58:36,,
861,,703,5412,,,,2025/05/23 10:02:11,,
862,22,705,171,,,,2025/05/26 13:20:32,,
863,703,702,3012,,,,2025/05/27 13:13:42,,
864,,700,5418,,,,2025/06/04 18:16:54,,
865,700,94,5402,,,,2025/06/05 10:58:08,,
866,,233,5344,,,,2025/06/06 8:04:33,,
868,,703,5424,,,,2025/06/10 11:05:03,,
869,,703,5425,,,,2025/06/10 11:05:17,,
870,233,94,4657,,,,2025/06/11 16:39:02,,
871,233,121,4628,,,,2025/06/11 16:39:10,,
872,233,94,5344,,,,2025/06/12 14:35:42,,
873,234,260,1143,,,,2025/06/12 15:46:16,,
874,240,260,2683,,,,2025/06/12 15:46:24,,
875,240,260,2678,,,,2025/06/12 15:46:31,,
876,240,260,2677,,,,2025/06/12 15:46:35,,
877,240,260,2675,,,,2025/06/12 15:46:42,,
878,240,260,2679,,,,2025/06/12 15:46:53,,
879,262,261,2696,,,,2025/06/12 15:47:30,,
880,262,261,2700,,,,2025/06/12 15:47:36,,
881,262,261,2701,,,,2025/06/12 15:47:40,,
882,351,261,1592,,,,2025/06/12 15:48:01,,
883,263,262,2702,,,,2025/06/12 15:48:18,,
884,240,262,2684,,,,2025/06/12 15:48:22,,
885,240,262,2681,,,,2025/06/12 15:48:26,,
886,263,262,2705,,,,2025/06/12 15:48:30,,
887,263,262,2706,,,,2025/06/12 15:48:33,,
888,263,262,2704,,,,2025/06/12 15:48:37,,
889,263,262,2708,,,,2025/06/12 15:48:40,,
890,263,262,2710,,,,2025/06/12 15:48:43,,
891,263,262,2711,,,,2025/06/12 15:48:47,,
892,263,262,2709,,,,2025/06/12 15:48:52,,
893,240,263,2682,,,,2025/06/12 15:49:03,,
894,264,263,2721,,,,2025/06/12 15:49:07,,
895,240,263,2674,,,,2025/06/12 15:49:10,,
896,262,263,2695,,,,2025/06/12 15:49:15,,
897,262,263,2699,,,,2025/06/12 15:49:19,,
898,261,263,2688,,,,2025/06/12 15:49:23,,
899,240,263,2673,,,,2025/06/12 15:49:28,,
900,262,263,2694,,,,2025/06/12 15:49:31,,
901,264,263,2720,,,,2025/06/12 15:49:35,,
902,263,264,2707,,,,2025/06/12 15:50:04,,
903,262,264,2697,,,,2025/06/12 15:50:13,,
904,262,264,2693,,,,2025/06/12 15:50:30,,
905,264,265,2719,,,,2025/06/12 15:50:47,,
906,332,265,1579,,,,2025/06/12 15:50:51,,
907,283,704,199,,SSM-021 NEW trả lại khách nên khuôn cũ bỏ đi (Thoan),,2025/06/12 16:53:00,,
908,283,705,201,,返却,,2025/06/13 16:12:57,,
909,703,233,5424,,,,2025/06/14 11:43:39,,
910,703,233,5425,,,,2025/06/14 11:43:47,,
911,,703,5430,,,,2025/06/14 11:44:48,,
912,,140,5434,,,,2025/06/16 9:06:26,,
913,,95,5427,,,,2025/06/20 16:42:22,,
914,,111,3441,,,,2025/06/24 10:57:24,,
915,,111,3443,,,,2025/06/24 10:57:32,,
916,123,111,369,,,,2025/06/24 10:58:36,,
917,,95,5432,,,,2025/06/24 15:05:12,,
918,,702,5439,,,,2025/06/26 14:44:52,,
919,,702,5438,,,,2025/06/26 14:45:23,,
920,,702,5440,,,,2025/06/26 14:45:42,,
922,,703,,3024,,,2025/06/27 9:56:54,,
923,,702,5441,,,,2025/06/30 17:44:34,,
924,,702,5446,,,,2025/07/01 15:08:25,,
925,,702,5445,,,,2025/07/01 15:08:43,,
926,,55,5447,,,,2025/07/04 8:45:51,,
927,,710,5454,,,,2025/07/04 13:29:21,,
928,,710,5455,,,,2025/07/04 13:33:12,,
929,,702,5451,,,,2025/07/12 8:47:26,,
930,140,702,4660,,,,2025/07/12 8:49:07,,
931,,702,5443,,,,2025/07/12 8:49:48,,
932,,702,5442,,,,2025/07/12 8:54:34,,
933,,702,,3025,,,2025/06/26 9:32:23,,
934,,703,,3026,,,2025/6/27 9:37:29,,
936,443,702,,632,,,2025/05/14 9:39:41,,
937,443,702,,631,,,2025/05/14 9:44:52,,
938,443,702,,623,,,2025/5/14 9:45:34,,
939,,702,,3027,,,2025/05/14 9:51:10,,
941,451,702,,816,Gui di cung MRY-008,,2025/5/21 10:08:17,,
943,,700,,3029,Dao moi,,2025/07/12 10:11:24,,
944,,700,,3030,Dao moi,,2025/06/10 10:12:06,,
946,700,703,,3033,,,2025/6/14 10:16:03,,
947,83,702,703,,,,2025/6/9 10:24:56,,
948,153,702,1896,,,,2025/06/9 10:26:16,,
949,,311,5459,,,,2025/07/12 10:30:55,,
950,,311,5459,,,,2025/07/12 10:31:49,,
951,,31,5459,,,,2025/07/12 10:32:09,,
952,,311,5459,,,,2025/07/12 10:33:30,,
953,,311,5460,,,,2025/07/12 10:35:03,,
954,,311,5461,,,,2025/07/12 10:36:29,,
955,370,311,5157,,,,2025/07/12 10:37:25,,
956,,311,5462,,,,2025/07/12 10:38:46,,
957,,311,5463,,,,2025/07/12 10:39:21,,
958,,311,5464,,,,2025/07/12 10:39:39,,
959,,311,5465,,,,2025/07/12 10:40:43,,
960,1002,311,3238,,,,2025/07/12 10:41:06,,
961,,311,5466,,,,2025/07/12 10:41:53,,
962,,311,5467,,,,2025/07/12 10:42:10,,
963,,311,5468,,,,2025/07/12 10:43:03,,
964,,311,5469,,,,2025/07/12 10:44:08,,
965,,311,5470,,,,2025/07/12 10:44:49,,
966,,311,5471,,,,2025/07/12 10:45:37,,
967,,311,5472,,,,2025/07/12 10:47:12,,
968,,311,4118,,,,2025/07/12 10:47:31,,
969,,311,4119,,,,2025/07/12 10:47:42,,
970,370,311,5124,,,,2025/07/12 10:47:52,,
971,,311,3990,,,,2025/07/12 10:48:05,,
972,,311,5473,,,,2025/07/12 10:49:03,,
973,,311,5474,,,,2025/07/12 10:49:47,,
974,,311,5475,,,,2025/07/12 10:50:20,,
975,,311,5476,,,,2025/07/12 10:50:34,,
976,370,311,5181,,,,2025/07/12 10:50:42,,
977,370,311,5182,,,,2025/07/12 10:50:58,,
978,,311,5477,,,,2025/07/12 10:51:20,,
979,,311,3752,,,,2025/07/12 10:51:30,,
980,370,311,5141,,,,2025/07/12 10:51:57,,
981,,311,5478,,,,2025/07/12 10:52:08,,
982,,311,5479,,,,2025/07/12 10:52:37,,
983,,311,3081,,,,2025/07/12 10:53:19,,
984,,311,5480,,,,2025/07/12 10:55:03,,
985,,311,3410,,,,2025/07/12 10:55:12,,
986,,311,5481,,,,2025/07/12 10:55:21,,
987,,311,5482,,,,2025/07/12 10:55:42,,
988,,311,5483,,,,2025/07/12 10:56:23,,
989,,311,5484,,,,2025/07/12 10:56:38,,
990,370,311,5166,,,,2025/07/12 10:57:11,,
991,,311,5485,,,,2025/07/12 10:57:23,,
992,,311,5486,,,,2025/07/12 10:57:51,,
993,,311,5487,,,,2025/07/12 10:58:23,,
994,,311,5488,,,,2025/07/12 10:59:11,,
995,,311,5489,,,,2025/07/12 10:59:34,,
996,,312,5490,,,,2025/07/12 11:01:21,,
997,,312,5491,,,,2025/07/12 11:01:51,,
998,,312,5492,,,,2025/07/12 11:02:05,,
999,,312,5493,,,,2025/07/12 11:02:43,,
1000,370,312,5180,,,,2025/07/12 11:12:28,,
1001,,312,3427,,,,2025/07/12 11:12:45,,
1002,,312,5494,,,,2025/07/12 11:14:09,,
1003,,312,3085,,,,2025/07/12 11:14:25,,
1004,,312,5495,,,,2025/07/12 11:14:34,,
1005,,312,5496,,,,2025/07/12 11:15:10,,
1006,,312,5497,,,,2025/07/12 11:15:52,,
1007,,312,5499,,,,2025/07/12 11:17:38,,
1008,,312,5500,,,,2025/07/12 11:18:23,,
1009,,312,5501,,,,2025/07/12 11:19:07,,
1010,,312,5502,,,,2025/07/12 11:19:51,,
1011,,312,5503,,,,2025/07/12 11:20:17,,
1012,,312,5504,,,,2025/07/12 11:21:12,,
1013,,312,5505,,,,2025/07/12 11:21:22,,
1014,,312,5506,,,,2025/07/12 11:21:53,,
1015,,312,5507,,,,2025/07/12 11:22:10,,
1017,,323,5508,,,,2025/07/12 11:29:10,,
1018,,323,5509,,,,2025/07/12 11:30:13,,
1019,,323,5510,,,,2025/07/12 11:30:44,,
1020,,700,5511,,,,2025/07/12 11:31:31,,
1021,,233,5437,,,,2025/07/12 14:38:36,,
1022,402,705,,323,返却,,2025/07/15 9:41:25,,
1023,53,705,917,,返却,,2025/07/15 9:41:55,,
1024,53,705,926,,返却,,2025/07/15 9:42:00,,
1025,,700,5512,,,,2025/07/14 17:22:52,,
1026,442,703,,642,Xác nhận từ ông TN,,2025/07/15 9:18:41,,
1027,655,704,5073,,,,2025/07/15 15:23:29,,
1028,653,704,5048,,,,2025/07/15 15:25:18,,
1029,653,704,5047,,,,2025/07/15 15:25:35,,
1030,,700,5517,,,,2025/07/18 12:05:37,,
1031,700,702,,3036,,,2025/07/25 12:10:18,,
1032,700,702,5517,,,,2025/07/25 12:10:32,,
1033,,702,5518,,,,2025/07/18 18:06:17,,
1034,,700,5410,,,,2025/07/23 8:02:26,,
1035,,233,5456,,,,2025/07/23 9:32:33,,
1036,700,122,5512,,,,2025/07/23 9:51:00,,
1037,,700,5423,,,,2025/07/23 18:12:31,,
1038,,700,,3037,,,2025/07/24 8:04:06,,
1039,,700,5515,,,,2025/07/24 8:09:23,,
1040,,700,,3038,,,2025/07/24 8:32:15,,
1041,,700,,3039,,,2025/07/24 8:58:30,,
1042,,700,5519,,,,2025/07/24 9:02:00,,
1043,,700,5520,,,,2025/07/24 17:06:13,,
1044,,700,5522,,,,2025/07/25 15:14:53,,
1045,,700,5523,,,,2025/07/26 10:51:05,,
1046,854,855,,3052,,,2025/07/28 17:18:25,,
1047,,700,5525,,,,2025/07/29 13:35:15,,
1048,,700,,3053,,,2025/07/29 13:38:56,,
1049,,700,5526,,,,2025/07/29 19:56:56,,
1050,700,132,5404,,,,2025/08/20 10:17:29,,
1051,,703,5436,,,,2025/08/21 17:06:02,,
1052,,700,5533,,,,2025/08/22 18:26:23,,
1053,,700,5534,,,,2025/08/22 18:27:46,,
1054,,700,5535,,,,2025/08/22 18:28:35,,
1055,,700,5536,,,,2025/08/22 18:30:35,,
1056,,700,5537,,,,2025/08/22 18:31:25,,
1057,232,703,3058,,,,2025/08/26 10:22:18,,
1058,700,71,5519,,,,2025/08/26 11:28:03,,
1059,,700,5531,,,,2025/08/26 11:28:24,,
1060,700,71,5515,,,,2025/08/26 11:28:40,,
1061,,700,5538,,,,2025/08/26 12:51:16,,
1062,,700,5539,,,,2025/08/26 12:52:08,,
1063,,700,,3054,,,2025/08/26 13:21:34,,
1064,,700,,3054,,,2025/08/26 13:22:07,,
1065,,700,,3055,,,2025/08/26 13:22:53,,
1066,,700,5541,,,,2025/08/26 17:12:54,,
1067,184,704,2153,,,,2025/08/28 16:41:23,,
1068,932,705,,2923,,,2025/08/28 16:43:27,,
1069,700,702,,3054,,,2025/09/03 9:30:08,,
1070,700,703,5541,,,,2025/09/03 11:02:46,,
1075,700,702,5535,,,,2025/09/03 17:26:10,,
1076,,233,5529,,,,2025/09/04 10:51:50,,
1077,255,625,2618,,,,2025/09/04 11:19:24,,
1078,654,103,5066,,,,2025/09/09 8:20:52,,
1079,700,103,5537,,,,2025/09/09 8:21:12,,
1080,,140,3293,,,,2025/09/10 8:43:21,,
1081,,140,3292,,,,2025/09/10 8:44:43,,
1082,,140,3292,,,,2025/09/10 8:46:25,,
1083,71,704,5519,,,,2025/09/11 8:58:52,,
1084,1001,400,,505,,,2025/09/11 10:55:29,,
1085,1001,400,,505,,,2025/09/11 10:57:46,,
1086,1001,400,,505,,,2025/09/11 10:59:57,,
1087,700,71,5548,,,,2025/09/11 16:55:39,,
1088,362,361,1326,,,,2025/09/12 10:44:00,,
1089,700,701,5558,,,,2025/09/12 11:00:06,,
1090,,704,5444,,,,2025/09/12 13:09:45,,
1091,,95,5448,,,,2025/09/12 13:10:08,,
1092,700,13,5531,,,,2025/09/12 13:17:19,,
1093,,233,5428,,,,2025/09/12 14:10:47,,
1094,,233,5429,,,,2025/09/12 14:11:12,,
1095,171,703,1985,,,,2025/09/16 16:56:05,,
1096,,272,4461,,,,2025/09/16 17:04:18,,
1097,1002,704,5269,,,,2025/09/17 15:36:34,,
1098,,704,5270,,,,2025/09/17 15:36:39,,
1099,1002,704,5271,,,,2025/09/17 15:36:43,,
1100,653,654,5349,,,,2025/09/18 11:28:10,,
1101,654,655,5059,,,,2025/09/18 11:29:10,,
1102,654,655,5058,,,,2025/09/18 11:29:49,,
1103,653,654,4400,,,,2025/09/18 11:30:18,,
1104,654,104,538,,,,2025/09/18 11:30:33,,
1105,655,654,4433,,,,2025/09/18 11:30:46,,
1106,703,175,3023,,,,2025/09/19 13:01:48,,
1107,702,164,4713,,,,2025/09/19 13:04:09,,
1108,,122,5560,,,,2025/09/19 13:06:01,,
1109,233,123,4647,,,,2025/09/19 13:07:05,,
1110,233,123,4658,,,,2025/09/19 13:07:14,,
1111,700,122,5522,,,,2025/09/19 13:07:57,,
1112,700,125,5536,,,,2025/09/19 13:08:10,,
1113,292,15,1238,,,,2025/09/19 13:08:49,,
1114,13,12,4218,,,,2025/09/19 13:10:09,,
1116,112,111,373,,,,2025/09/19 13:14:24,,
1117,113,112,399,,,,2025/09/19 13:18:59,,
1118,700,111,5561,,,,2025/09/19 13:35:18,,
1119,233,101,5312,,,,2025/09/19 13:36:47,,
1120,23,22,5111,,,,2025/09/19 13:37:44,,
