MoldID,MoldName,MoldCode,CustomerID,TrayID,MoldDesignID,storage_company,RackLayerID,ItemTypeID,MoldLengthModified,MoldWidthModified,MoldHeightModified,MoldWeightModified,MoldNotes,MoldUsageStatus,MoldOnCheckList,JobID,MoldReturning,MoldReturnedDate,MoldDisposing,MoldDisposedDate,MoldEntry,MoldRevisionID,DeviceStatus,KeeperCompany,UpdatedAt,UpdatedBy
205,SSM-032,SSM032,,1903,2242,2,24,2,,,,,,,TRUE,,,,,,,2306,,2,,
206,SSM-026,SSM026,,1897,2236,2,24,2,,,,,,,TRUE,,,,,,,2300,,2,,
207,SSM-024,SSM024,,1895,2234,2,24,2,,,,,,,TRUE,,,,,,,2298,,2,,
208,SSM-003,SSM003,,1881,2220,2,283,2,,,,,,,TRUE,,,,,,,2284,,2,,
209,SSM-004,SSM004,,1882,2221,2,283,2,,,,,,,TRUE,,,,,,,2285,,2,,
210,SSM-001,SSM001,,1879,2218,2,24,2,,,,,,,TRUE,,,,,,,2282,,2,,
211,SSM-025,SSM025,,1896,2235,2,24,2,,,,,,,TRUE,,,,,,,2299,,2,,
212,SSM-033,SSM033,,1904,2243,2,24,2,,,,,,,TRUE,,,,,,,2307,,2,,
213,SSM-016,SSM016,,1887,2226,2,24,2,,,,,,,TRUE,,,,,,,2290,,2,,
214,SSM-038,SSM038,,1909,2248,2,24,2,,,,,,,TRUE,,,,,,,2312,,2,,
215,SSM-048,SSM048,,1919,2258,2,23,2,,,,,,,TRUE,,,,,,,2322,,2,,
216,SSM-002,SSM002,,1880,2219,2,283,2,,,,,,,TRUE,,,,,,,2283,,2,,
217,SSM-005,SSM005,,1883,2222,2,283,2,,,,,,,TRUE,,,,,,,2286,,2,,
218,SSM-045,SSM045,,1916,2255,2,23,2,,,,,,,TRUE,,,,,,,2319,,2,,
219,SSM-019,SSM019,,1890,2229,2,283,2,,,,,,,TRUE,,,,,,,2293,,2,,
220,SAI-001,SAI001,,1683,1942,2,25,2,,,,,,,TRUE,,,,,,,2014,,2,,
221,SJI-008,SJI008,,1736,2005,2,0,2,,,,,25,,TRUE,,,,,,,2076,,2,,
222,SP30-S-140-10,SP30S14010,,1838,2161,2,25,2,,,,,,,TRUE,,,,,,,2232,,2,,
223,SNT-003,SNT003,,1835,2155,2,282,2,,,,,,,TRUE,,,,,,,2226,,2,,
224,SP2-53-207-240,SP253207240,,1837,2160,2,25,2,,,,,,,TRUE,,,,,,,2231,,2,,
225,SZT-001,SZT001,,1953,2308,2,25,2,,,,,廃棄2024.08.19,,TRUE,,,,廃棄済,8/19/2024,,2371,,2,,
226,SJI-012,SJI012,,1739,2008,2,23,2,,,,,,,TRUE,473,,,,,,2079,,2,,
227,SJI-021,SJI021,,1745,2017,2,23,2,,,,,,,TRUE,,,,廃棄済,3/7/2025,,2088,,2,,
228,SJI-007,SJI007,,1735,2004,2,23,2,,,,,,,TRUE,,,,,,,2075,,2,,
229,SJI-018,SJI018,,1742,2014,2,23,2,,,,,,,TRUE,,,,,,,2085,,2,,
230,SJI-009,SJI009,,1737,2006,2,23,2,,,,,,,TRUE,,,,,,,2077,,2,,
231,SJI-010,SJI010,,1738,2007,2,23,2,,,,,,,TRUE,,,,,,,2078,,2,,
232,SJI-002,SJI002,,1733,2002,2,23,2,,,,,,,TRUE,,,,,,,2073,,2,,
233,SZT-005,SZT005,,1958,2314,2,25,2,,,,,廃棄2024.08.19,,TRUE,,,,廃棄済,8/19/2024,,2377,,2,,
234,SSK-010,SSK010,,1878,2217,2,25,2,,,,,,,TRUE,,,,,,,2281,,2,,
235,SK-015,SK015,,1764,2038,2,25,2,,,,,,,TRUE,,,,,,,2109,,2,,
236,SK-020,SK020,,1766,2040,2,25,2,,,,,,,TRUE,,,,,,,2111,,2,,
237,SK-014,SK014,,1763,2037,2,25,2,,,,,,,TRUE,,,,,,,2108,,2,,
238,SK-019,SK019,,1765,2039,2,25,2,,,,,,,TRUE,,,,,,,2110,,2,,
239,SNM-002,SNM002,,1831,2151,2,25,2,,,,,,,TRUE,,,,,,,2222,,2,,
240,SNM-001,SNM001,,1830,2150,2,25,2,,,,,,,TRUE,,,,,,,2221,,2,,
241,SZT-003B,SZT003B,,4191,2311,2,25,2,,,,,廃棄2024.08.19,,TRUE,,,,廃棄済,8/19/2024,,2374,,2,,
242,SZT-003T,SZT003T,,4191,2312,2,25,2,,,,,廃棄2024.08.19,,TRUE,,,,廃棄済,8/19/2024,,2375,,2,,
243,SPJ-032,SPJ032,,1845,2170,2,25,2,,,,,,,TRUE,,,,,,,2241,,2,,
244,SPJ-033,SPJ033,,1846,2171,2,25,2,,,,,,,TRUE,,,,,,,2242,,2,,
245,SKS-001,SKS001,,1782,2065,2,282,2,,,,,,,TRUE,,,,,,,2136,,2,,
246,SKS-002,SKS002,,1783,2066,2,282,2,,,,,,,TRUE,,,,,,,2137,,2,,
247,ETS-036,ETS036,,469,478,2,20,2,,,,,（小）FTS-036？,,TRUE,,,,,,,244,,2,,
248,SKK-004,SKK004,,1777,2058,2,0,2,,,,,[旧RackLayer 705] 出荷・返却済,,TRUE,,,,,,,2129,返却済,2,,
249,SDSJ-001B,SDSJ001B,,4116,1953,2,25,2,,,,,,,TRUE,,,,,,,2024,,2,,
250,SDSJ-001T,SDSJ001T,,4116,1954,2,25,2,,,,,,,TRUE,,,,,,,2025,,2,,
251,SK-002 EL-P-002,SK002ELP002,,1757,2030,2,25,2,,,,,,,TRUE,,,,,,,2101,,2,,
252,SK-005 EL-P-005,SK005ELP005,,1758,2031,2,25,2,,,,,,,TRUE,,,,,,,2102,,2,,
253,STF-009,STF009,,1940,2292,2,25,2,,,,,,,TRUE,,,,,,,2355,,2,,
255,ATS-006,ATS006,,217,195,2,93,2,,,,,,,TRUE,,,,,,,372,,2,,
256,ATS-004,ATS004,,215,193,2,93,2,,,,,,,TRUE,,,,,,,370,,2,,
257,ATS-013,ATS013,,220,198,2,93,2,,,,,,,TRUE,,,,,,,375,,2,,
258,ATS-018,ATS018,,224,202,2,93,2,,,,,,,TRUE,,,,,,,379,,2,,
259,ATS-015,ATS015,,221,199,2,93,2,,,,,,,TRUE,,,,,,,376,,2,,
260,ATS-011,ATS011,,219,197,2,93,2,,,,,,,TRUE,,,,,,,374,,2,,
261,ATS-027,ATS027,,234,212,2,93,2,,,,,,,TRUE,147,,,,,,389,,2,,
262,ATS-016,ATS016,,222,200,2,93,2,,,,,,,TRUE,,,,,,,377,,2,,
263,ATS-017,ATS017,,223,201,2,92,2,,,,,,,TRUE,,,,,,,378,,2,,
264,ATS-003R2,ATS003R2,,214,192,2,93,2,,,,,,,TRUE,,,,,,,369,,2,,
265,AON-003,AON003,,185,159,2,92,2,,,,,,,TRUE,,,,,,,337,,2,,
266,ASH-003,ASH003,,207,183,2,92,2,,,,,,,TRUE,,,,,,,360,,2,,
267,ASH-002,ASH002,,206,182,2,92,2,,,,,,,TRUE,,,,,,,359,,2,,
268,JAE-190 R3,JAE190R3,,691,722,2,122,2,,,,,,,TRUE,,,,,,,813,,2,,
269,JAE-185,JAE185,,687,717,,704,2,,,,,,,TRUE,,,,廃棄済,3/13/2025,,808,廃棄済,,,
271,JAE-182,JAE182,,684,714,,704,2,,,,,,,TRUE,,,,廃棄済,3/13/2025,,805,廃棄済,,,
272,JAE-303,JAE303,,792,833,2,112,2,,,,,,,TRUE,269,,,,,,918,,2,,
273,JAE-304,JAE304,,793,834,3,0,2,,,,,坂田精文堂・図面確認依頼 | [旧RackLayer 703] 坂田精文堂,,TRUE,270,,,,,,919,,3,,
274,JAE-305,JAE305,,794,835,3,0,2,,,,,[旧RackLayer 703] 坂田精文堂,,TRUE,271,,,,,,920,,3,,
