MoldID,MoldName,MoldCode,CustomerID,TrayID,MoldDesignID,storage_company,RackLayerID,ItemTypeID,MoldLengthModified,MoldWidthModified,MoldHeightModified,MoldWeightModified,MoldNotes,MoldUsageStatus,MoldOnCheckList,JobID,MoldReturning,MoldReturnedDate,MoldDisposing,MoldDisposedDate,MoldEntry,MoldRevisionID,DeviceStatus,KeeperCompany,UpdatedAt,UpdatedBy
961,NHK-002,NHK002,,1426,1619,2,55,2,,,,,,,TRUE,,,,,,,1696,,2,,
962,HMP-001,HMP001,,562,566,2,281,2,,,,,,,TRUE,,,,,,,659,,2,,
963,HKS-007,HKS007,,557,561,2,65,2,,,,,,,TRUE,,,,,,,654,,2,,
964,KYM-004,KYM004,,1167,1299,2,55,2,,,,,,,TRUE,,,,,,,1377,,2,,
965,PNS-006,PNS006,,1649,1901,2,55,2,,,,,,,TRUE,,,,,,,1975,,2,,
966,NSK-016,NSK016,,1507,1730,2,55,2,,,,,,,TRUE,,,,,,,1806,,2,,
968,SAIKO-02,SAIKO02,,1684,1943,2,20,2,,,,,,,TRUE,,,,,,,2015,,2,,
969,MBC-001,MBC001,,1192,1329,2,20,2,,,,,,,TRUE,,,,,,,1407,,2,,
970,SNT-004,SNT004,,1836,2156,2,282,2,,,,,,,TRUE,,,,,,,2227,,2,,
971,No Name,NoName,,1453,1647,2,61,2,,,,,,,TRUE,,,,,,,1724,,2,,
972,No Name,NoName,,1453,1647,2,61,2,,,,,,,TRUE,,,,,,,1724,,2,,
973,No Name,NoName,,1453,1647,2,61,2,,,,,,,TRUE,,,,,,,1724,,2,,
974,No Name,NoName,,1453,1647,2,61,2,,,,,,,TRUE,,,,,,,1724,,2,,
975,No Name,NoName,,1453,1647,2,61,2,,,,,,,TRUE,,,,,,,1724,,2,,
976,NA-001,NA001,,1366,1552,2,52,2,,,,,,,TRUE,,,,,,,1630,,2,,
977,No Name,NoName,,1453,1647,2,61,2,,,,,,,TRUE,,,,,,,1724,,2,,
978,No Name,NoName,,1453,1647,2,61,2,,,,,,,TRUE,,,,,,,1724,,2,,
979,No Name,NoName,,1453,1647,2,61,2,,,,,,,TRUE,,,,,,,1724,,2,,
980,No Name,NoName,,1453,1647,2,61,2,,,,,,,TRUE,,,,,,,1724,,2,,
981,YHM-001,YHM001,,2751,3279,2,15,2,,,,,,,TRUE,,,,,,,3319,,2,,
982,KBS-001,KBS001,,822,872,2,62,2,,,,,,,TRUE,,,,,,,952,,2,,
983,EK-001,EK001,,427,434,2,94,2,,,,,,,TRUE,,,,,,,606,,2,,
984,EK-002,EK002,,428,435,2,94,2,,,,,,,TRUE,,,,,,,201,,2,,
985,POS-002,POS002,,1654,1908,2,51,2,,,,,,,TRUE,,,,,,,1980,,2,,
986,HNS-002,HNS002,,570,574,2,71,2,,,,,,,TRUE,,,,,,,667,,2,,
987,INP-003,INP003,,591,598,2,61,2,,,,,,,TRUE,,,,,,,691,,2,,
988,IWD-001,IWD001,,596,604,2,61,2,,,,,,,TRUE,,,,,,,697,,2,,
989,INP-001,INP001,,589,596,2,61,2,,,,,,,TRUE,,,,,,,689,,2,,
990,HKS-008,HKS008,,558,562,2,71,2,,,,,,,TRUE,,,,,,,655,,2,,
991,HRT-001,HRT001,,572,577,2,71,2,,,,,,,TRUE,,,,,,,670,,2,,
992,KTK,KTK,,1155,1284,2,62,2,,,,,,,TRUE,,,,,,,1362,,2,,
993,IDM-001,IDM001,,581,588,2,61,2,,,,,,,TRUE,,,,,,,681,,2,,
994,IPC-002,IPC002,,592,599,2,61,2,,,,,,,TRUE,,,,,,,692,,2,,
995,HMP-004,HMP004,,565,569,2,281,2,,,,,,,TRUE,,,,,,,662,,2,,
996,ITS-002,ITS002,,595,603,2,61,2,,,,,,,TRUE,,,,,,,696,,2,,
997,INP-002,INP002,,590,597,2,61,2,,,,,,,TRUE,,,,,,,690,,2,,
998,HMP-006,HMP006,,567,571,2,281,2,,,,,,,TRUE,,,,,,,664,,2,,
999,KOH-002　（HOH-002）,KOH002（HOH002）,,940,1008,2,63,2,,,,,HOH-002,,TRUE,,,,,,,1087,,2,,
1000,HRT-002,HRT002,,573,578,2,71,2,,,,,,,TRUE,,,,,,,671,,2,,
1001,KW-012-1,KW0121,,1157,1286,2,62,2,,,,,,,TRUE,,,,,,,1364,,2,,
1002,KLE-001,KLE001,,919,987,2,62,2,,,,,,,TRUE,,,,,,,1066,,2,,
1003,KAR-001,KAR001,,821,871,2,62,2,,,,,,,TRUE,,,,,,,951,,2,,
1004,KSC-001,KSC001,,988,1069,2,62,2,,,,,,,TRUE,,,,,,,1147,,2,,
1005,KGP-001,KGP001,,908,966,2,63,2,,,,,,,TRUE,,,,,,,1045,,2,,
1006,KOG-001,KOG001,,938,1006,2,63,2,,,,,,,TRUE,,,,,,,1085,,2,,
1007,KRE-001,KRE001,,963,1035,2,62,2,,,,,,,TRUE,,,,,,,1113,,2,,
1008,KSC-002,KSC002,,989,1070,2,62,2,,,,,,,TRUE,,,,,,,1148,,2,,
1009,KOS-006,KOS006,,949,1018,2,64,2,,,,,,,TRUE,,,,,,,1097,,2,,
1010,KND-005,KND005,,930,998,2,63,2,,,,,,,TRUE,,,,,,,1077,,2,,
1011,KND-013,KND013,,936,1004,2,63,2,,,,,,,TRUE,,,,,,,1083,,2,,
1012,KKG-001,KKG001,,916,984,2,63,2,,,,,,,TRUE,,,,,,,1063,,2,,
1013,KND-011,KND011,,935,1003,2,63,2,,,,,,,TRUE,,,,,,,1082,,2,,
1014,KND-014,KND014,,937,1005,2,63,2,,,,,,,TRUE,,,,,,,1084,,2,,
1015,KES-001,KES001,,900,958,2,63,2,,,,,,,TRUE,,,,,,,1037,,2,,
1016,WKS-001,WKS001,,2688,3196,2,15,2,,,,,,,TRUE,,,,,,,3237,,2,,
1017,K-25,K25,,820,869,2,62,2,,,,,,,TRUE,,,,,,,949,,2,,
1018,HCP-001,HCP001,,548,552,2,71,2,,,,,,,TRUE,,,,,,,645,,2,,
1019,KOS-001,KOS001,,945,1014,2,64,2,,,,,,,TRUE,,,,,,,1093,,2,,
1020,KKG-002,KKG002,,917,985,2,63,2,,,,,,,TRUE,,,,,,,1064,,2,,
1021,KW-025,KW025,,1158,1287,2,62,2,,,,,,,TRUE,,,,,,,1365,,2,,
1022,KORYO KR-010,KORYOKR010,,944,1013,2,65,2,,,,,,,TRUE,,,,,,,1092,,2,,
1023,KND-010,KND010,,934,1002,2,63,2,,,,,,,TRUE,,,,,,,1081,,2,,
1024,KND-009,KND009,,933,1001,2,63,2,,,,,,,TRUE,,,,,,,1080,,2,,
1026,KSC-003,KSC003,,990,1071,2,62,2,,,,,,,TRUE,,,,,,,1149,,2,,
1027,KBY-001,KBY001,,824,874,2,62,2,,,,,,,TRUE,,,,,,,954,,2,,
1028,KOS-017,KOS017,,960,1032,2,64,2,,,,,,,TRUE,,,,,,,1110,,2,,
1029,KRE-049,KRE049,,987,1068,2,62,2,,,,,,,TRUE,,,,,,,1146,,2,,
1030,KOS-010,KOS010,,953,1022,2,64,2,,,,,,,TRUE,,,,,,,1101,,2,,
1031,KOS-013,KOS013,,956,1025,2,64,2,,,,,,,TRUE,,,,,,,1104,,2,,
1032,KOS-005,KOS005,,948,1017,2,64,2,,,,,,,TRUE,,,,,,,1096,,2,,
1033,KOS-014,KOS014,,957,1026,2,64,2,,,,,,,TRUE,,,,,,,1105,,2,,
1034,KOS-011,KOS011,,954,1023,2,64,2,,,,,,,TRUE,,,,,,,1102,,2,,
1035,HMP-002,HMP002,,563,567,2,281,2,,,,,,,TRUE,,,,,,,660,,2,,
1036,KOG-002,KOG002,,939,1007,2,65,2,,,,,,,TRUE,,,,,,,1086,,2,,
1037,HMP-005 (使用禁止）,HMP005(使用禁止）,,566,570,2,281,2,,,,,,,TRUE,,,,,,,663,,2,,
1038,KTK-002,KTK002,,1156,1285,2,65,2,,,,,,,TRUE,,,,,,,1363,,2,,
1039,KYANON-No number2,KYANONNonumber2,,4009,1295,2,65,2,,,,,,,TRUE,,,,,,,1373,,2,,
1040,HIN-004,HIN004,,550,554,2,65,2,,,,,,,TRUE,,返却済,1/9/2025,,,,647,,2,,
1041,KOS-008,KOS008,,951,1020,2,65,2,,,,,,,TRUE,,,,,,,1099,,2,,
1042,HMP-No Number,HMPNoNumber,,568,572,2,281,2,,,,,,,TRUE,,,,,,,665,,2,,
1043,HKS-002,HKS002,,552,556,2,65,2,,,,,,,TRUE,,,,,,,649,,2,,
1044,HKS-001,HKS001,,551,555,2,65,2,,,,,,,TRUE,,,,,,,648,,2,,
1045,HKS-004,HKS004,,554,558,2,65,2,,,,,,,TRUE,,,,,,,651,,2,,
1046,HKS-003,HKS003,,553,557,2,65,2,,,,,,,TRUE,,,,,,,650,,2,,
1047,HKS-005,HKS005,,555,559,2,65,2,,,,,,,TRUE,,,,,,,652,,2,,
1048,HMP-No Number,HMPNoNumber,,568,572,2,281,2,,,,,,,TRUE,,,,,,,665,,2,,
1049,ITS-001,ITS001,,594,602,2,65,2,,,,,,,TRUE,,,,,,,695,,2,,
1050,HMP-No Number,HMPNoNumber,,568,572,2,281,2,,,,,,,TRUE,,,,,,,665,,2,,
1051,IDM-002,IDM002,,582,589,2,65,2,,,,,,,TRUE,,,,,,,682,,2,,
1052,IDM-004,IDM004,,584,591,2,65,2,,,,,,,TRUE,,,,,,,684,,2,,
1053,IDM-003,IDM003,,583,590,2,65,2,,,,,,,TRUE,,,,,,,683,,2,,
1054,KYD-001R1,KYD001R1,,1165,1298,2,65,2,,,,,,,TRUE,,,,,,,1376,,2,,
1055,KOK-001,KOK001,,941,1010,2,65,2,,,,,,,TRUE,,,,,,,1089,,2,,
1056,KGM-003,KGM003,,903,961,2,65,2,,,,,,,TRUE,,,,,,,1040,,2,,
1057,KOS-009,KOS009,,952,1021,2,64,2,,,,,,,TRUE,,,,,,,1100,,2,,
1058,KOS-007,KOS007,,950,1019,2,64,2,,,,,,,TRUE,,,,,,,1098,,2,,
1059,KND-008,KND008,,932,1000,2,63,2,,,,,,,TRUE,,,,,,,1079,,2,,
1060,KGM-004,KGM004,,904,962,2,75,2,,,,,,,TRUE,,,,,,,1041,,2,,
1061,KOK-010,KOK010,,942,1011,2,65,2,,,,,,,TRUE,,,,,,,1090,,2,,
1062,GMY-060,GMY060,,520,538,2,72,2,,,,,,,TRUE,,,,,,,631,,2,,
1063,JR-2,JR2,,818,867,2,72,2,,,,,,,TRUE,,,,,,,947,,2,,
1064,GMY-006,GMY006,,517,531,2,281,2,,,,,,,TRUE,,,,,,,624,,2,,
1065,GMY-050,GMY050,,519,537,2,281,2,,,,,,,TRUE,,,,,,,630,,2,,
1066,GMY-096,GMY096,,532,550,2,72,2,,,,,,,TRUE,,,,,,,643,,2,,
1067,GKD-002,GKD002,,514,528,2,72,2,,,,,,,TRUE,,,,,,,621,,2,,
1068,GMY-014,GMY014,,518,533,2,71,2,,,,,,,TRUE,,,,,,,626,,2,,
1069,OPA-001,OPA001,,1594,1834,2,42,2,,,,,,,TRUE,,,,,,,1910,,2,,
1070,ASS-001,ASS001,,212,188,2,82,2,,,,,,,TRUE,,,,,,,365,,2,,
1071,KND-004,KND004,,929,997,2,63,2,,,,,,,TRUE,,,,,,,1076,,2,,
1072,KKG-003,KKG003,,918,986,2,62,2,,,,,,,TRUE,,,,,,,1065,,2,,
1073,SKS-014,SKS014,,1788,2072,2,22,2,,,,,,,TRUE,,,,,,,2143,,2,,
1074,GMY-001,GMY001,,515,529,2,72,2,,,,,,,TRUE,,,,,,,622,,2,,
1075,GMY-067,GMY067,,522,540,2,281,2,,,,,,,TRUE,,,,,,,633,,2,,
1076,GMY-087,GMY087,,524,542,2,281,2,,,,,台湾機,,TRUE,,,,,,,635,,2,,
1077,GMY-086,GMY086,,523,541,2,281,2,,,,,,,TRUE,,,,,,,634,,2,,
1078,GMY-089,GMY089,,525,543,2,72,2,,,,,2８１？,,TRUE,,,,,,,636,,2,,
1079,GMY-064,GMY064,,521,539,2,72,2,,,,,,,TRUE,,,,,,,632,,2,,
1080,GMY-090,GMY090,,526,544,2,281,2,,,,,,,TRUE,,,,,,,637,,2,,
1081,GMY-004,GMY004,,516,530,2,72,2,,,,,,,TRUE,,,,,,,623,,2,,
1082,GMY-092,GMY092,,527,545,2,281,2,,,,,,,TRUE,,,,,,,638,,2,,
1083,NWN-001,NWN001,,1513,1736,2,52,2,,,,,,,TRUE,,,,,,,1812,,2,,
1084,JIC-001,JIC001,,814,861,2,72,2,,,,,,,TRUE,,,,,,,941,,2,,
1085,JIC-002,JIC002,,815,862,2,72,2,,,,,,,TRUE,,,,,,,942,,2,,
1086,GMY-093,GMY093,,528,546,2,72,2,,,,,,,TRUE,,,,,,,639,,2,,
1087,NSM-004,NSM004,,1511,1734,2,73,2,,,,,,,TRUE,,,,,,,1810,,2,,
1088,NSM-002,NSM002,,1509,1732,2,74,2,,,,,,,TRUE,,,,,,,1808,,2,,
1089,HKS-010,HKS010,,559,563,2,72,2,,,,,,,TRUE,,,,,,,656,,2,,
1090,SHT-012,SHT012,,1716,1980,3,73,2,,,,,,,TRUE,,,,,,,2051,,3,,
1091,NGS-016,NGS016,,1412,1603,2,53,2,,,,,,,TRUE,,,,,,,1680,,2,,
1092,STD-002,STD002,,1929,2277,2,73,2,,,,,,,TRUE,,,,,,,2340,,2,,
1093,KWE-002,KWE002,,1161,1291,2,62,2,,,,,,,TRUE,,,,,,,1369,,2,,
1094,KWE-003,KWE003,,1162,1292,2,62,2,,,,,,,TRUE,,,,,,,1370,,2,,
1096,KND-006,KND006,,931,999,2,63,2,,,,,,,TRUE,,,,,,,1078,,2,,
1097,SDS-001,SDS001,,1690,1951,2,25,2,,,,,,,TRUE,,,,,,,2022,,2,,
1098,No Name-No Number1,NoNameNoNumber1,,1453,1668,2,74,2,,,,,,,TRUE,,,,,,,1745,,2,,
1099,OGR-013F,OGR013F,,1552,1782,2,45,2,,,,,,,TRUE,,,,,,,1858,,2,,
1100,SNM-003,SNM003,,1832,2152,2,22,2,,,,,,,TRUE,,,,,,,2223,,2,,
1101,NGS-012,NGS012,,1408,1597,2,52,2,,,,,,,TRUE,,,,,,,1674,,2,,
1102,KWE-001（TEST?),KWE001（TEST?),,1159,1290,2,74,2,,,,,210ｘ160,,TRUE,,,,,,,1368,,2,,
1103,STN-001,STN001,,1942,2296,2,74,2,,,,,,,TRUE,,,,,,,2359,,2,,
1104,STN-002,STN002,,1943,2297,2,74,2,,,,,,,TRUE,,,,,,,2360,,2,,
1105,SDK-001,SDK001,,1689,1950,2,74,2,,,,,,,TRUE,,,,,,,2021,,2,,
1106,TRT-001,TRT001,,2648,3155,2,74,2,,,,,,,TRUE,,,,,,,3196,,2,,
1107,Other-試作?,Other試作?,,2952,1873,2,74,2,,,,,,,TRUE,,,,,,,1948,,2,,
1108,HYT-002,HYT002,,580,586,2,75,2,,,,,,,TRUE,,,,,,,679,,2,,
1109,HYT-001,HYT001,,579,585,2,75,2,,,,,,,TRUE,,,,,,,678,,2,,
1110,HSH-001,HSH001,,574,579,,0,2,,,,,[旧RackLayer 705] 出荷・返却済,,TRUE,,,,,,,672,返却済,,,
1111,HNS-001,HNS001,,569,573,2,75,2,,,,,,,TRUE,,,,,,,666,,2,,
1112,AAT-008,AAT008,,81,24,2,85,2,,,,,Na/K電　カバートレイ自動機用　290ｘ270サイズ30個入,,TRUE,110,,,,,,125,,2,,
1113,AAT-007,AAT007,,80,23,2,85,2,,,,,,,TRUE,109,,,,,,124,,2,,
1114,TBG-009,TBG009,,1971,2328,2,86,2,,,,,,,TRUE,,,,,,,2391,,2,,
1115,SMK-212,SMK212,,1822,2141,2,86,2,,,,,,,TRUE,,,,,,,2212,,2,,
1116,OOT-039,OOT039,,1588,1826,2,86,2,,,,,,,TRUE,,,,,,,1902,,2,,
1117,OOT-038,OOT038,,1587,1825,2,86,2,,,,,,,TRUE,,,,,,,1901,,2,,
1118,KGM-005,KGM005,,905,963,2,86,2,,,,,,,TRUE,,,,,,,1042,,2,,
1119,SMK-216,SMK216,,1826,2145,2,86,2,,,,,,,TRUE,,,,,,,2216,,2,,
1120,No Name,NoName,,1453,1647,2,86,2,,,,,,,TRUE,,,,,,,1724,,2,,
1121,JAE-285 R4,JAE285R4,,774,808,2,232,2,,,,,,,TRUE,250,,,,,,899,,2,,
1122,DHA-003,DHA003,,289,275,2,83,2,,,,,,,TRUE,,,,,,,450,,2,,
1123,TUK-002,TUK002,,2661,3168,2,83,2,,,,,,,TRUE,,,,,,,3209,,2,,
1125,SRI-006,SRI006,,1861,2187,2,613,2,,,,,,,TRUE,499,,,,,,2258,,2,,
1127,JAE-293 R1,JAE293R1,,782,819,,704,2,,,,,,,TRUE,258,,,廃棄済,3/23/2026,,907,廃棄済,,,
1128,ATS-030R1,ATS030R1,,239,220,2,93,2,,,,,,,TRUE,,,,,,,397,,2,,
1129,ATS-031,ATS031,,241,222,2,93,2,,,,,,,TRUE,,,,,,,398,,2,,
1130,ADY-090 (梱包）,ADY090(梱包）,,119,82,2,125,2,,,,,,,TRUE,,,,,,,183,,2,,
1131,RKK-001,RKK001,,1674,1928,2,21,2,,,,,,,TRUE,,,,,,,2000,,2,,
1132,KOS-015,KOS015,,958,1028,2,64,2,,,,,,,TRUE,,,,,,,1106,,2,,
1133,ADY-089,ADY089,,118,80,2,125,2,,,,,,,TRUE,,,,,,,181,,2,,
1134,ASH-005,ASH005,,209,185,2,93,2,,,,6.45,,,TRUE,,,,,,,362,,2,,
1135,TIH-020,TIH020,,2538,3028,2,13,2,,,,,,,TRUE,,,,,,,3082,,2,,
1136,TE-2426410-1,TE24264101,,20,2640,2,223,2,,,,,,,TRUE,,,,,,,2699,,2,,
1137,TE-2426409-1,TE24264091,,19,2639,2,223,2,,,,,,,TRUE,,,,,,,2698,,2,,
1138,KSP-205,KSP205,,1149,1275,2,272,2,,,,,,,TRUE,,,,,,,1353,,2,,
1139,KSP-206,KSP206,,1150,1276,2,272,2,,,,,,,TRUE,,,,,,,1354,,2,,
1141,JAE-311,JAE311,,800,842,3,0,2,,,,,[旧RackLayer 703] 坂田精文堂,,TRUE,277,,,,,,926,,3,,
1143,KDS-049,KDS049,,837,888,2,260,2,,,,,,,TRUE,,,,,,,968,,2,,
1144,TE-2426387-1,TE24263871,,18,2638,2,164,2,,,,,,,TRUE,,,,,,,2697,,2,,
1145,TE-2426386-1,TE24263861,,17,2637,2,164,2,,,,,,,TRUE,,,,,,,2696,,2,,
1146,TE-2423252-3 R1,TE24232523R1,,13,2631,2,222,2,,,,,,,TRUE,,,,,,,2690,,2,,
1147,TE-2423252-1 R1,TE24232521R1,,11,2620,2,223,2,,,,,,,TRUE,,,,,,1/10/2024,2681,,2,,
1148,JAE-250,JAE250,,740,774,2,222,2,,,,,,,TRUE,,,,,,,865,,2,,
1149,JAE-252,JAE252,,742,776,2,222,2,,,,,,,TRUE,,,,,,,867,,2,,
1150,TE-243252-1,TE2432521,,24,2644,2,222,2,,,,,,,TRUE,,,,,,,2703,,2,,
1151,TE-243252-2,TE2432522,,25,2646,2,214,2,,,,,,,TRUE,,,,,,,2705,,2,,
1152,TE-2428383-1,TE24283831,,22,2642,2,222,2,,,,,,,TRUE,,,,,,,2701,,2,,
1153,TE-2428384-1,TE24283841,,23,2643,2,222,2,,,,,,,TRUE,,,,,,,2702,,2,,
1154,ATS-025,ATS025,,230,208,2,222,2,,,,,,,TRUE,142,,,,,,385,,2,,
1155,TE-8-162-5 PS,TE81625PS,,2450,2921,,704,2,,,,,8-162-5 PS 廃棄20240612,,TRUE,,,,廃棄済,6/12/2024,,2978,廃棄済,,,
1156,ATS-024,ATS024,,229,207,2,222,2,,,,,,,TRUE,141,,,,,,384,,2,,
1157,SHT-014,SHT014,,1718,1983,2,222,2,,,,,,,TRUE,,,,,,,2054,,2,,
1158,TE-8-162-4 PS,TE81624PS,,2448,2920,2,222,2,,,,,PS,,TRUE,,,,,,,2977,,2,,
1160,WTN-006,WTN006,,2694,3202,2,223,2,,,,,,,TRUE,,,,,,,3243,,2,,
1161,TE-2423252-3 R2,TE24232523R2,,13,2632,2,222,2,,,,,,,TRUE,,,,,,,2691,,2,,
1163,ATS-019,ATS019,,225,203,2,92,2,,,,7.55,,,TRUE,,,,,,,380,,2,,
1164,TE-2445797-1,TE24457971,,28,2650,2,223,2,,,,,,,TRUE,,,,,,,2709,,2,,
1165,JAE-299,JAE299,,788,827,2,113,2,,,,,,,TRUE,265,,,,,,914,,2,,
1167,JAE-292 R1,JAE292R1,,781,818,,704,2,,,,,,,TRUE,257,,,廃棄済,3/23/2026,,906,廃棄済,,,
1168,TE-2421948-1,TE24219481,,2225,2617,2,224,2,,,,,,,TRUE,,,,,,,2678,,2,,
1169,JAE-276 R1,JAE276R1,,766,800,2,224,2,,,,,,,TRUE,241,,,,,,891,,2,,
1170,TE-2420081-1,TE24200811,,2224,2616,2,224,2,,,,,,,TRUE,,,,,,,2677,,2,,
1171,ODS-039,ODS039,,1537,1763,2,224,2,,,,,,,TRUE,,,,,,,1839,,2,,
1172,E-035-1,E0351,,424,3359,2,224,2,,,,,,,TRUE,,,,,,,3399,,2,,
1174,FHJ-001PLUG,FHJ001PLUG,,503,517,2,224,3,,,,,,,TRUE,,,,,,,610,,2,,
1175,TE-1-177-7PLUG,TE11777PLUG,,2140,2522,2,224,3,,,,,指示書見つからない,,TRUE,,,,,,,2583,,2,,
1176,No Name,NoName,,1453,1647,2,291,2,,,,,,,TRUE,,,,,,,1724,,2,,
1177,No Name,NoName,,1453,1647,2,291,2,,,,,,,TRUE,,,,,,,1724,,2,,
1178,No Name,NoName,,1453,1647,2,291,2,,,,,,,TRUE,,,,,,,1724,,2,,
1179,No Name,NoName,,1453,1647,2,291,2,,,,,,,TRUE,,,,,,,1724,,2,,
1180,No Name,NoName,,1453,1647,2,291,2,,,,,,,TRUE,,,,,,,1724,,2,,
1181,KSP-141,KSP141,,1089,1213,2,291,2,,,,,,,TRUE,,,,,,,1291,,2,,
1182,KSP-097,KSP097,,1059,1179,2,291,2,,,,,,,TRUE,,,,,,,1257,,2,,
1183,KSP-089,KSP089,,1052,1171,2,291,2,,,,,,,TRUE,,,,,,,1249,,2,,
1184,KSP-083,KSP083,,1046,1165,2,291,2,,,,,,,TRUE,,,,,,,1243,,2,,
1185,KSP-098,KSP098,,1060,1180,2,291,2,,,,,,,TRUE,,,,,,,1258,,2,,
1186,KSP-110,KSP110,,1071,1192,2,291,2,,,,,,,TRUE,,,,,,,1270,,2,,
1187,KSP-128,KSP128,,1081,1204,2,291,2,,,,,,,TRUE,,,,,,,1282,,2,,
1188,KSP-061,KSP061,,1031,1146,2,291,2,,,,,,,TRUE,,,,,,,1224,,2,,
1189,KSP-107,KSP107,,1068,1189,2,291,3,,,,,PLUG,,TRUE,,,,,,,1267,,2,,
1190,KSP-120,KSP120,,1077,1200,2,291,2,,,,,,,TRUE,,,,,,,1278,,2,,
1191,KSP-131,KSP131,,1083,1206,2,291,2,,,,,,,TRUE,,,,,,,1284,,2,,
1192,KSP-130,KSP130,,1082,1205,2,291,2,,,,,,,TRUE,,,,,,,1283,,2,,
1193,KSP-080,KSP080,,1044,1163,2,291,2,,,,,,,TRUE,,,,,,,1241,,2,,
1194,KSP-078,KSP078,,1042,1161,2,291,2,,,,,,,TRUE,,,,,,,1239,,2,,
1195,KSP-104,KSP104,,1065,1185,2,291,2,,,,,,,TRUE,,,,,,,1263,,2,,
1196,KSP-079,KSP079,,1043,1162,2,291,2,,,,,,,TRUE,,,,,,,1240,,2,,
1197,KSP-065,KSP065,,1033,1149,2,291,2,,,,,,,TRUE,,,,,,,1227,,2,,
1198,KSP-096,KSP096,,1058,1178,2,291,2,,,,,,,TRUE,,,,,,,1256,,2,,
1199,KSP-086,KSP086,,1049,1168,2,291,2,,,,,,,TRUE,,,,,,,1246,,2,,
1200,KSP-119,KSP119,,1076,1199,2,291,2,,,,,,,TRUE,,,,,,,1277,,2,,
1201,KSP-112,KSP112,,1073,1194,2,291,2,,,,,,,TRUE,,,,,,,1272,,2,,
1202,KSP-093,KSP093,,1055,1175,2,291,2,,,,,,,TRUE,,,,,,,1253,,2,,
1203,KSP-140,KSP140,,1088,1212,2,291,2,,,,,,,TRUE,,,,,,,1290,,2,,
1204,KSP-121,KSP121,,1078,1201,2,291,2,,,,,,,TRUE,,,,,,,1279,,2,,
1205,KSP-114,KSP114,,1075,1196,2,291,2,,,,,,,TRUE,,,,,,,1274,,2,,
1206,KSP-092,KSP092,,1054,1174,2,291,2,,,,,,,TRUE,,,,,,,1252,,2,,
1207,KSP-113,KSP113,,1074,1195,2,291,2,,,,,,,TRUE,,,,,,,1273,,2,,
1208,KSP-101,KSP101,,1062,1182,2,291,2,,,,,,,TRUE,,,,,,,1260,,2,,
1209,KSP-075,KSP075,,1040,1158,2,291,2,,,,,,,TRUE,,,,,,,1236,,2,,
1210,KSP-084,KSP084,,1047,1166,2,291,2,,,,,,,TRUE,,,,,,,1244,,2,,
1211,KSP-070,KSP070,,1035,1153,2,291,2,,,,,,,TRUE,,,,,,,1231,,2,,
1212,KSP-072,KSP072,,1037,1155,2,291,2,,,,,,,TRUE,,,,,,,1233,,2,,
1213,KSP-074,KSP074,,1039,1157,2,291,2,,,,,,,TRUE,,,,,,,1235,,2,,
1214,KSP-082,KSP082,,1045,1164,2,291,2,,,,,,,TRUE,,,,,,,1242,,2,,
1215,KSP-095,KSP095,,1057,1177,2,291,2,,,,,,,TRUE,,,,,,,1255,,2,,
1216,KSP-106,KSP106,,1067,1188,2,291,2,,,,,,,TRUE,,,,,,,1266,,2,,
1217,KSP-085,KSP085,,1048,1167,2,291,2,,,,,,,TRUE,,,,,,,1245,,2,,
1218,KSP-094,KSP094,,1056,1176,2,291,2,,,,,,,TRUE,,,,,,,1254,,2,,
1219,KSP-108,KSP108,,1069,1190,2,291,2,,,,,,,TRUE,,,,,,,1268,,2,,
1220,KSP-109,KSP109,,1070,1191,2,291,2,,,,,,,TRUE,,,,,,,1269,,2,,
1221,KSP-107,KSP107,,1068,1189,2,291,2,,,,,,,TRUE,,,,,,,1267,,2,,
1222,KSP-123,KSP123,,1079,1202,2,291,2,,,,,,,TRUE,,,,,,,1280,,2,,
1223,KSP-124,KSP124,,1080,1203,2,291,2,,,,,,,TRUE,,,,,,,1281,,2,,
1224,KSP-088,KSP088,,1051,1170,2,291,2,,,,,,,TRUE,,,,,,,1248,,2,,
1225,KSP-087,KSP087,,1050,1169,2,291,2,,,,,,,TRUE,,,,,,,1247,,2,,
1226,TKD-013,TKD013,,2568,3062,2,292,2,,,,,,,TRUE,,,,,,,3103,,2,,
1227,TKD-012,TKD012,,2567,3061,2,292,2,,,,,,,TRUE,,,,,,,3102,,2,,
1228,TKD-015,TKD015,,2569,3063,2,292,2,,,,,,,TRUE,,,,,,,3104,,2,,
1229,TKD-003,TKD003,,2560,3053,2,292,2,,,,,,,TRUE,,,,,,,3094,,2,,
1230,TKD-004,TKD004,,2561,3054,2,292,2,,,,,,,TRUE,,,,,,,3095,,2,,
1231,TKD-017,TKD017,,2571,3065,2,292,2,,,,,,,TRUE,,,,,,,3106,,2,,
1232,TKD-001xx,TKD001xx,,2557,3051,2,12,2,,,,,,,TRUE,,,,,,,3092,,2,,
1233,TKD-007,TKD007,,2563,3057,2,292,2,,,,,,,TRUE,,,,,,,3098,,2,,
1234,TKD-008,TKD008,,2564,3058,2,292,2,,,,,,,TRUE,,,,,,,3099,,2,,
1235,TKD-005,TKD005,,2562,3055,2,292,2,,,,,,,TRUE,,,,,,,3096,,2,,
1236,TKD-010,TKD010,,2566,3060,2,292,2,,,,,,,TRUE,,,,,,,3101,,2,,
