CutterMasterID,CutterMasterCode,CutterMasterName,DesignMasterID,CustomerID,TrayID,Status,CreatedAt,UpdatedAt,Notes,UpdatedBy
1634,TYK001-CID-2947,TYK-001,3214,,2665,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2947,
1635,KDS044-CID-2951,KDS-044,965,,834,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2951,
1636,ADV027-CID-2955,ADV-027,140,,88,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2955,
1637,CST001-CID-2962,CST-001,436,,275,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2962,
1638,SSM-CID-2965,SSM,4252,,,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2965,
1639,Other-CID-2967,Other,1937,,2952,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2967,
1640,SMK116-CID-2971,SMK-116,4307,,4906,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2971,
1641,TMC005-CID-2975,TMC-005,3143,,2600,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2975,
1642,SPJ027-CID-2978,SPJ-027,4308,,4907,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2978,
1643,KDS042-CID-2982,KDS-042,4057,,2,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2982,
1644,TE41562R-CID-2984,TE-4-156-2R,2816,,2316,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2984,
1645,TE01109-CID-2988,TE-0-110-9,2469,,2044,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2988,
1646,Other-CID-2992,Other,1937,,2952,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2992,
1647,KKG001-CID-2996,KKG-001,1063,,916,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2996,
1648,adv021-CID-3000,ADV-021,4109,,4734,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=3000,
1649,SK043B-CID-3004,SK-043B,2120,,1773,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=3004,
1650,SES002-CID-3008,SES-002,2029,,1696,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=3008,
1651,SK041-CID-3012,SK-041,4096,,4734,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=3012,
1652,KSE005-CID-3015,KSE-005,1153,,992,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=3015,
1653,SMK184-CID-3017,SMK-184,2198,,1811,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=3017,
1654,SIT024-CID-3019,SIT-024,4082,,4795,ACTIVE,1/29/2025,3/10/2026,seed from tblCutter CutterID=3019,
1655,ITS002-CID-3020,ITS-002,696,,595,ACTIVE,4/10/2025,3/10/2026,seed from tblCutter CutterID=3020,
1656,NSM001-CID-3021,NSM-001,1807,,1508,ACTIVE,4/10/2025,3/10/2026,seed from tblCutter CutterID=3021,
1657,YES004R1-CID-3022,YES-004 R1,4365,,2748,ACTIVE,4/17/2025,3/10/2026,seed from tblCutter CutterID=3022,
1658,RPD001R2-CID-3024,RPD-001 R2,4414,,4993,ACTIVE,6/27/2025,3/10/2026,seed from tblCutter CutterID=3024,
1659,JAE345AR3-CID-3025,JAE-345A R3,4417,,4996,ACTIVE,7/12/2025,3/10/2026,seed from tblCutter CutterID=3025,
1660,KSP207-CID-3026,KSP-207,1356,,1151,ACTIVE,7/12/2025,3/10/2026,seed from tblCutter CutterID=3026,
1661,TE47209902-CID-3027,TE-4-720990-2,4325,,4923,ACTIVE,7/12/2025,3/10/2026,seed from tblCutter CutterID=3027,
1662,ADY129-CID-3028,ADY-129,4381,,4962,ACTIVE,7/12/2025,3/10/2026,seed from tblCutter CutterID=3028,
1663,JAE347-CID-3029,JAE-347,4390,,4972,ACTIVE,7/12/2025,3/10/2026,seed from tblCutter CutterID=3029,
1664,SCW001-CID-3030,SCW-001,4403,,4983,ACTIVE,7/12/2025,3/10/2026,seed from tblCutter CutterID=3030,
1665,JAE347-CID-3033,JAE-347,4390,,4972,ACTIVE,7/12/2025,3/10/2026,seed from tblCutter CutterID=3033,
1666,-CID-3035,WOODBASE 74C（590ｘ290）,,,,ACTIVE,7/12/2025,3/10/2026,seed from tblCutter CutterID=3035,
1667,TKD023-CID-3036,TKD-023,4491,,5045,ACTIVE,7/18/2025,3/10/2026,seed from tblCutter CutterID=3036,
1668,CHG001R4-CID-3037,CHG-001 R4,4489,,5043,ACTIVE,7/24/2025,3/10/2026,seed from tblCutter CutterID=3037,
1669,SCW003R4-CID-3038,SCW-003 R4,4402,,4974,ACTIVE,7/24/2025,3/10/2026,seed from tblCutter CutterID=3038,
1670,YCM076R1-CID-3039,YCM-076 R1 NG,4493,,5047,ACTIVE,7/24/2025,3/10/2026,seed from tblCutter CutterID=3039,
1671,MCT003R1-CID-3040,MCT-003 R1,4192,,4798,ACTIVE,7/28/2025,3/10/2026,seed from tblCutter CutterID=3040,
1672,HSH002R1-CID-3041,HSH-002 R1,4189,,4796,ACTIVE,7/28/2025,3/10/2026,seed from tblCutter CutterID=3041,
1673,ADY128R2-CID-3043,ADY-128 R2,4332,,4929,ACTIVE,7/28/2025,3/10/2026,seed from tblCutter CutterID=3043,
1674,SMK219R1-CID-3045,SMK-219 R1,4333,,4930,ACTIVE,7/28/2025,3/10/2026,seed from tblCutter CutterID=3045,
1675,ADY129-CID-3047,ADY-129,4381,,4962,ACTIVE,7/28/2025,3/10/2026,seed from tblCutter CutterID=3047,
1676,MRD001R1-CID-3049,MRD-001 R1,4397,,4978,ACTIVE,7/28/2025,3/10/2026,seed from tblCutter CutterID=3049,
1677,BSZ001-CID-3050,BSZ-001,4405,,4985,ACTIVE,7/28/2025,3/10/2026,seed from tblCutter CutterID=3050,
1678,JAE353R1-CID-3052,JAE-353 R1,4486,,5040,ACTIVE,7/28/2025,3/10/2026,seed from tblCutter CutterID=3052,
1679,MMT019R1-CID-3053,MMT-019 R1,4499,,5053,ACTIVE,7/29/2025,3/10/2026,seed from tblCutter CutterID=3053,
1680,APS001R6-CID-3054,APS-001 R6,4510,,5062,ACTIVE,8/26/2025,3/10/2026,seed from tblCutter CutterID=3054,
1681,ADY131-CID-3055,ADY-131,4509,,5061,ACTIVE,8/26/2025,3/10/2026,seed from tblCutter CutterID=3055,
1682,SMK222-CID-3056,SMK-222,4518,,5072,ACTIVE,9/16/2025,3/10/2026,seed from tblCutter CutterID=3056,
1683,SAM001R1-CID-3057,SAM-001 R1,2016,,1685,ACTIVE,9/24/2025,3/10/2026,seed from tblCutter CutterID=3057,
1684,JAE363R1-CID-3075,JAE-363 R1,47,,5148,ACTIVE,12/8/2025,3/10/2026,seed from tblCutter CutterID=3075,
1685,ODS056-CID-3076,ODS-056,51,,5158,ACTIVE,12/9/2025,3/10/2026,seed from tblCutter CutterID=3076,
1686,MTM185R3CAV34-CID-3077,MTM-185R3 CAV3-4,52,,5167,ACTIVE,12/17/2025,3/10/2026,seed from tblCutter CutterID=3077,
1687,MTM186R1CAV34-CID-3078,MTM-186R1 CAV3-4,54,,5169,ACTIVE,12/17/2025,3/10/2026,seed from tblCutter CutterID=3078,
1688,MTM188CAV34-CID-3079,MTM-188 CAV3-4,56,,4995,ACTIVE,12/17/2025,3/10/2026,seed from tblCutter CutterID=3079,
1689,MTM187R4CAV34-CID-3080,MTM-187 R4 CAV34,55,,5011,ACTIVE,12/17/2025,3/10/2026,seed from tblCutter CutterID=3080,
1690,-CID-3083,SMK225,59,,5174,ACTIVE,1/5/2026,3/10/2026,seed from tblCutter CutterID=3083,
1691,-CID-3081,ASH018,58,,5173,ACTIVE,1/5/2026,3/10/2026,seed from tblCutter CutterID=3081,
