CutterMasterID,CutterMasterCode,CutterMasterName,DesignMasterID,CustomerID,TrayID,Status,CreatedAt,UpdatedAt,Notes,UpdatedBy
1204,LMN001-CID-1757,LMN-001,1387,,1175,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1757,
1205,NGS015-CID-1759,NGS-015,1678,,1411,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1759,
1206,MZT143-CID-1760,MZT-143,1625,,1362,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1760,
1207,DIC142-CID-1762,DIC-142,561,,394,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1762,
1208,AAT008-CID-1764,AAT-008,125,,81,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1764,
1209,YCM050-CID-1766,YCM-050,3284,,2725,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1766,
1210,ADV038-CID-1768,ADV-038,3786,,2,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1768,
1211,YCM056-CID-1770,YCM-056,3289,,2730,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1770,
1212,TBG026-CID-1772,TBG-026,2406,,1985,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1772,
1213,Kタイプ70-CID-1774,K-タイプ　70,4197,,4808,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1774,
1214,AKT001-CID-1775,AKT-001,295,,148,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1775,
1215,NGT005-CID-1776,NGT-005,1684,,1415,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1776,
1216,KGP001-CID-1778,KGP-001,1045,,908,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1778,
1217,THP003-CID-1780,THP-003,3050,,2510,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1780,
1218,YSM045-CID-1782,YSM-045,3506,,2898,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1782,
1219,MZT087-CID-1783,MZT-087,1584,,1324,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1783,
1220,TE025-CID-1785,TE-025,2503,,2074,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1785,
1221,TE23661131-CID-1787,TE-2366113-1,2667,,2216,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1787,
1222,SHT017R2-CID-1788,SHT-017 R2,3593,,4431,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1788,
1223,KDS117-CID-1790,KDS-117,3866,,2,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1790,
1224,ADY116-CID-1792,ADY-116,3819,,2,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1792,
1225,MDS005-CID-1794,MDS-005,1420,,1204,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1794,
1226,TBG020-CID-1796,TBG-020,4198,,4809,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1796,
1227,NGD001-CID-1798,NGD-001,4199,,4810,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1798,
1228,TMT001-CID-1799,TMT-001,3800,,2,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1799,
1229,SMK188-CID-1801,SMK-188,2201,,1812,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1801,
1230,SMT001-CID-1803,SMT-001,2219,,1828,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1803,
1231,HKS007-CID-1805,HKS-007,654,,557,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1805,
1232,NNP001-CID-1807,NNP-001,1723,,1452,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1807,
1233,LPS020-CID-1809,LPS-020,1402,,1188,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1809,
1234,TE21607-CID-1812,TE-2-160-7,2654,,2203,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1812,
1235,KOS004-CID-1814,KOS-004,3820,,2,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1814,
1236,NHC004-CID-1816,NHC-004,4200,,4811,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1816,
1237,NHC002-CID-1818,NHC-002,1690,,1421,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1818,
1238,TSS004-CID-1820,TSS-004,3207,,2659,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1820,
1239,DIC020-CID-1823,DIC-020,3983,,4734,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1823,
1240,OMG004-CID-1825,OMG-004,3805,,2,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1825,
1241,DIC027-CID-1827,DIC-027,3981,,4734,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1827,
1242,YCM035-CID-1828,YCM-035,3271,,2714,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1828,
1243,SESK001-CID-1830,SESK-001,2033,,1699,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1830,
1244,TE51577-CID-1832,TE-5-157-7,2866,,2361,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1832,
1245,QAS001-CID-1834,QAS-001,4201,,4814,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1834,
1246,DIC019-CID-1836,DIC-019,465,,303,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1836,
1247,KDS072-CID-1838,KDS-072,4202,,4815,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1838,
1248,TSS003-CID-1840,TSS-003,3206,,2658,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1840,
1249,ADY080-CID-1842,ADY-080,171,,109,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1842,
1250,KDS073-CID-1844,KDS-073,983,,848,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1844,
1251,SMK179-CID-1846,SMK-179,3976,,4734,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1846,
1252,HKS006-CID-1848,HKS-006,653,,556,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1848,
1253,HTK001-CID-1850,HTK-001,676,,578,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1850,
1254,AMP-CID-1851,AMP,313,,3873,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1851,
1255,MZT106-CID-1855,MZT-106,1596,,1336,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1855,
1256,JAE143-CID-1858,JAE-143,3672,,4502,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1858,
1257,SJI015-CID-1859,SJI-015,2082,,4121,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1859,
1258,MYS005-CID-1862,MYS-005,1550,,1304,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1862,
1259,MZT102-CID-1863,MZT-102,1593,,1333,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1863,
1260,OSI002-CID-1865,OSI-002,1916,,1600,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1865,
1261,APF006-CID-1867,APF-006,351,,198,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1867,
1262,DIC033-CID-1869,DIC-033,472,,3887,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1869,
1263,KDS086-CID-1871,KDS-086,4203,,4816,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1871,
1264,ADY101-CID-1873,ADY-101,192,,126,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1873,
1265,NFC002-CID-1875,NFC-002,1658,,1392,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1875,
1266,DIC019-CID-1880,DIC-019,465,,303,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1880,
1267,SSM030-CID-1882,SSM-030,2304,,1901,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1882,
1268,KSP134-CID-1884,KSP-134,1286,,1085,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1884,
1269,JAE024-CID-1886,JAE-024,719,,613,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1886,
1270,KDS123-CID-1889,KDS-123,1020,,884,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1889,
1271,KTK002-CID-1891,KTK-002,1363,,1156,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1891,
1272,SKO001-CID-1894,SKO-001,2135,,1781,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1894,
1273,KES001-CID-1896,KES-001,1037,,900,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1896,
1274,KND015-CID-1898,KND-015,3824,,2,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1898,
1275,HNS002-CID-1902,HNS-002,667,,570,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1902,
1276,MIS2004-CID-1904,MIS-2-004,1428,,1212,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1904,
1277,KDS122-CID-1906,KDS-122,1019,,883,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1906,
1278,IDM004-CID-1908,IDM-004,684,,584,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1908,
1279,MZT109-CID-1910,MZT-109,1600,,1340,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1910,
1280,MZT129-CID-1912,MZT-129,1612,,1350,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1912,
1281,KOS009-CID-1914,KOS-009,1100,,952,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1914,
1282,HIN004-CID-1915,HIN-004,647,,550,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1915,
1283,APF005-CID-1918,APF-005,3888,,2,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1918,
1284,YCM064-CID-1920,YCM-064,3295,,2734,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1920,
1285,YSM033-CID-1922,YSM-033,3494,,2886,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1922,
1286,OOT029-CID-1924,OOT-029,3804,,2,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1924,
1287,CK008-CID-1926,CK-008,421,,262,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1926,
1288,SIT004-CID-1928,SIT-004,3831,,2,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1928,
1289,STD003-CID-1930,STD-003,2341,,1930,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1930,
1290,OTAX022-CID-1932,OTAX-022,1935,,1616,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1932,
1291,HKS009-CID-1934,HKS-009,4204,,4817,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1934,
1292,SIT007-CID-1936,SIT-007,3883,,2,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1936,
1293,KKG004-CID-1937,KKG-004,3816,,2,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1937,
1294,KND012-CID-1939,KND-012,3754,,2,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1939,
1295,NHC005-CID-1941,NHC-005,4205,,4818,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1941,
1296,ATS005-CID-1943,ATS-005,371,,216,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1943,
1297,YSM035-CID-1945,YSM-035,3496,,2888,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1945,
1298,CK009-CID-1947,CK-009,422,,263,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1947,
1299,KND013-CID-1949,KND-013,1083,,936,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1949,
1300,KDS076-CID-1951,KDS-076,4206,,4819,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1951,
1301,KDS-CID-1953,KDS,3590,,4427,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1953,
1302,DIC030-CID-1955,DIC-030,470,,306,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1955,
1303,SJI007-CID-1957,SJI-007,2075,,1735,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1957,
1304,YSR020-CID-1959,YSR-020,3526,,2918,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1959,
1305,KDS087-CID-1960,KDS-087,989,,854,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1960,
1306,MZT013-CID-1961,MZT-013,1559,,4045,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1961,
1307,EXD042-CID-1963,EXD-042,271,,495,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1963,
1308,TEP005-CID-1965,TEP-005,3020,,2481,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1965,
1309,ADY107-CID-1967,ADY-107,3704,,4526,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1967,
1310,MTM106-CID-1969,MTM-106,1508,,1280,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1969,
1311,TE91576-CID-1971,TE-9-157-6,3887,,2,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1971,
1312,KDS083-CID-1973,KDS-083,4212,,4826,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1973,
1313,JAE109-CID-1975,JAE-109,4215,,4829,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1975,
1314,SSK007-CID-1977,SSK-007,3944,,4734,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1977,
1315,-CID-1979,鈴木トレイ,,,,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1979,
1316,-CID-1981,ブラシ小,,,,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1981,
1317,TE90562-CID-1982,TE-9-056-2,2984,,4311,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1982,
1318,SJI016-CID-1984,SJI-016,2083,,4122,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1984,
1319,NKP002-CID-1986,NKP-002,1713,,1442,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1986,
1320,OOT024-CID-1989,OOT-024,1891,,1577,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1989,
1321,-CID-1991,KYM,,,,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1991,
1322,EXD042-CID-1993,EXD-042,271,,495,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1993,
1323,DIC064-CID-1994,DIC-064,499,,332,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1994,
1324,IGB001-CID-1996,IGB-001,685,,585,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1996,
1325,GMY095-CID-1998,GMY-095,641,,530,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=1998,
1326,TBG019-CID-2000,TBG-019,2401,,1981,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2000,
1327,-CID-2002,Aタイプ,,,,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2002,
1328,TE31577-CID-2003,TE-3-157-7,4216,,4830,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2003,
1329,EFC001-CID-2005,EFC-001,3778,,2,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2005,
1330,KDS130-CID-2007,KDS-130,1025,,889,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2007,
1331,NHK012-CID-2009,NHK-012,1700,,1429,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2009,
1332,SKS014-CID-2011,SKS-014,2143,,1788,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2011,
1333,KDS126-CID-2013,KDS-126,1022,,886,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2013,
1334,IDM003-CID-2015,IDM-003,683,,583,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2015,
1335,UTD001-CID-2017,UTD-001,3218,,2669,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2017,
1336,ATS017-CID-2019,ATS-017,378,,223,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2019,
1337,BSP001-CID-2021,BSP-001,3793,,2,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2021,
1338,ELI001R1-CID-2023,ELI-001 R1,202,,429,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2023,
1339,KDS132-CID-2025,KDS-132,1027,,891,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2025,
1340,TE81351-CID-2027,TE-8-135-1,2966,,2443,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2027,
1341,-CID-2029,Aタイプ,,,,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2029,
1342,AMP013-CID-2031,AMP-013,318,,169,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2031,
1343,KOS005-CID-2033,KOS-005,1096,,948,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2033,
1344,KND014-CID-2035,KND-014,1084,,937,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2035,
1345,SMK194-CID-2037,SMK-194,4217,,4832,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2037,
1346,NGS014-CID-2039,NGS-014,1677,,1410,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2039,
1347,DIC083-CID-2041,DIC-083,508,,341,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2041,
1348,DIC090-CID-2043,DIC-090,514,,347,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2043,
1349,ADV037-CID-2045,ADV-037,146,,93,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2045,
1350,NEC016-CID-2048,NEC-016,1653,,1388,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2048,
1351,KSC002-CID-2050,KSC-002,1148,,989,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2050,
1352,SNM001-CID-2052,SNM-001,2221,,1830,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2052,
1353,YCM046-CID-2054,YCM-046,3282,,2724,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2054,
1354,SMK199-CID-2056,SMK-199,3975,,4734,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2056,
1355,SMK200-CID-2058,SMK-200,4218,,4833,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2058,
1356,SSI003-CID-2060,SSI-003,4219,,4834,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2060,
1357,SKK004-CID-2062,SKK-004,2129,,1777,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2062,
1358,RCH004-CID-2064,RCH-004,1993,,1667,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2064,
1359,YCM039-CID-2066,YCM-039,3275,,2717,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2066,
1360,TBG018-CID-2068,TBG-018,2399,,1979,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2068,
1361,ASH001-CID-2070,ASH-001,358,,205,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2070,
1362,CK006-CID-2072,CK-006,420,,261,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2072,
1363,OTAX021-CID-2074,OTAX-021,4220,,4835,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2074,
1364,JAE121-CID-2076,JAE-121,764,,647,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2076,
1365,ADY115-CID-2078,ADY-115,282,,138,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2078,
1366,IBG001-CID-2080,IBG-001,4221,,4836,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2080,
1367,SMK183-CID-2082,SMK-183,2197,,1810,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2082,
1368,DIC051-CID-2084,DIC-051,486,,319,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2084,
1369,KYM001-CID-2085,KYM-001,4222,,4837,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2085,
1370,TIH012-CID-2087,TIH-012,3070,,2526,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2087,
1371,TE23794891-CID-2089,TE-2379489-1,2674,,2221,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2089,
1372,ASS001-CID-2091,ASS-001,365,,212,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2091,
1373,TE37209966-CID-2093,TE-3-720996-6,4225,,4840,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2093,
1374,TE70571-CID-2095,TE-7-057-1,2909,,2396,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2095,
1375,YKW002-CID-2097,YKW-002,3325,,2757,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2097,
1376,ALP001-CID-2100,ALP-001,309,,3872,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2100,
1377,YKW005-CID-2102,YKW-005,3328,,2760,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2102,
1378,OTD001-CID-2104,OTD-001,1936,,1617,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2104,
1379,MZT138-CID-2106,MZT-138,1621,,1359,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2106,
1380,ADY098-CID-2108,ADY-098,188,,124,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2108,
1381,ATS011-CID-2110,ATS-011,374,,219,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2110,
1382,MMT014-CID-2112,MMT-014,1452,,1236,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2112,
1383,MPL001-CID-2114,MPL-001,1463,,1248,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2114,
1384,KBT001-CID-2116,KBT-001,953,,823,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2116,
1385,KBY001-CID-2118,KBY-001,954,,824,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2118,
1386,TSP004-CID-2120,TSP-004,3202,,2654,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2120,
1387,YGE001-CID-2122,YGE-001,3317,,2750,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2122,
1388,STF008-CID-2124,STF-008,2354,,1939,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2124,
1389,TE24113901-CID-2126,TE-2411390-1,2676,,2223,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2126,
1390,SRI005-CID-2127,SRI-005,2257,,1860,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2127,
1391,YCM070-CID-2129,YCM-070,3303,,2739,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2129,
1392,STD006-CID-2130,STD-006,2344,,1933,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2130,
1393,ATS028R1-CID-2131,ATS-028R1,392,,235,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2131,
1394,TE24232521-CID-2133,TE-2423252-1,2679,,11,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2133,
1395,DIC146R3-CID-2134,DIC-146 R3,565,,398,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2134,
1396,MMT016-CID-2136,MMT-016,1454,,1238,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2136,
1397,YSDZ0201-CID-2138,YSD-Z-020-1,3450,,2921,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2138,
1398,TE01569-CID-2140,TE-0-156-9,2489,,4197,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2140,
1399,THP007-CID-2142,THP-007,3056,,2516,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2142,
1400,ADY127-CID-2144,ADY-127,290,,143,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2144,
1401,NGS016-CID-2146,NGS-016,1680,,1412,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2146,
1402,SKK008-CID-2148,SKK-008,2134,,1780,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2148,
1403,TOK011-CID-2150,TOK-011,3182,,2634,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2150,
1404,TOK015-CID-2152,TOK-015,3186,,2638,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2152,
1405,JAE292-CID-2154,JAE-292,906,,781,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2154,
1406,TE24232521-CID-2156,TE-2423252-1,2679,,11,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2156,
1407,Other-CID-2159,Other,1937,,2952,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2159,
1408,MZT104-CID-2160,MZT-104,4226,,4841,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2160,
1409,TE01616-CID-2161,TE-0-161-6,2497,,2068,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2161,
1410,TE41610-CID-2162,TE-4-161-0,2829,,2330,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2162,
1411,SNS002-CID-2164,SNS-002,4227,,4843,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2164,
1412,SJI019-CID-2166,SJI-019,2086,,1743,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2166,
1413,DHA001-CID-2168,DHA-001,448,,287,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2168,
1414,TSB003-CID-2169,TSB-003,3199,,2651,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2169,
1415,TE24264101-CID-2171,TE-2426410-1,2699,,20,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2171,
1416,KMR002-CID-2173,KMR-002,1068,,921,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2173,
1417,MTM175-CID-2175,MTM-175,1525,,1289,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2175,
1418,NHC007-CID-2177,NHC-007,1693,,1424,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2177,
